scenario_id,fault_type,start_time_h,severity,profile,ramp_duration_h,sensor_noise_scale,random_seed
25,battery_degradation,1.7356992890487906,0.5979100187943587,gradual,0.578403888690391,1.1687230477114106,405875228
26,battery_degradation,2.8978303433049772,0.6470209319885911,gradual,0.3726324608672951,1.237624543740518,2057856804
27,battery_degradation,2.9347890106527874,0.7053367578341156,abrupt,0.0,1.2665960292847858,1298462779
28,battery_degradation,2.3187220676453304,0.261011454249298,gradual,0.9707877984963831,0.9123926262095989,1297648100
29,battery_degradation,1.7272759871763512,0.4206076548422047,abrupt,0.0,0.9503991988772036,126767230
30,battery_degradation,2.137564162891159,0.5515337087280956,abrupt,0.0,1.2509849432988787,1963337294
31,battery_degradation,1.755312775329765,0.673885629965303,gradual,0.34692830967314503,1.3186871742363682,1858891809
32,battery_degradation,2.376290020661938,0.34437562508826397,gradual,0.4922280453627685,0.7823180179759468,1190044611
33,battery_degradation,3.4307385396893597,0.21827888487493705,abrupt,0.0,1.0993593982465346,780319763
34,battery_degradation,2.1702700751721906,0.5405391451600045,gradual,0.9490497794062758,0.8054219818839264,446264560
35,battery_degradation,3.2066273125199984,0.30069419307934714,gradual,0.43707777427855943,1.2883757679621737,386998042
36,battery_degradation,3.20110251951271,0.7877755093108962,abrupt,0.0,1.2212313440057934,1543249011
37,battery_degradation,2.9785215912740686,0.24777760254536407,gradual,0.45721241224659837,0.8711017819957132,2109347898
38,battery_degradation,2.4237671941551353,0.5462478997759437,gradual,0.5989350890788014,1.4288630305793522,1179715434
39,battery_degradation,1.8558283967820088,0.3732749894056553,gradual,0.8195056160629288,1.2390735876494658,48193054
40,battery_degradation,2.988883781187832,0.6629222227440466,gradual,0.26269832393774895,0.9091043616193294,443189494
41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979
42,thermal_anomaly,2.3325695431322617,0.21256690649744364,abrupt,0.0,0.9530106760844326,563980956
43,thermal_anomaly,3.338260981904148,0.5527821299796953,abrupt,0.0,1.0706734069060049,1334585260
44,thermal_anomaly,2.7747202348521127,0.5194687099090153,gradual,0.4486344094202435,1.1812496316014158,1058333940
45,thermal_anomaly,3.451664027341458,0.5317921786317299,gradual,0.21221794814691927,0.9023230521172474,1761602410
46,thermal_anomaly,2.6389457939895387,0.49253484718222323,gradual,0.43621257031160054,1.259122347415162,1856656851
47,thermal_anomaly,2.2314701111600006,0.46114082444396903,gradual,0.9569463780166361,1.4952426400609842,596275964
48,thermal_anomaly,1.7763381100010138,0.21495416146106316,gradual,0.2610839931882625,0.8382848099867584,1041113014
49,thermal_anomaly,1.9696781589797,0.7951958587648988,abrupt,0.0,0.832599089248062,15861062
50,thermal_anomaly,2.7441394819056777,0.6439404214105036,gradual,0.9470660071913555,1.4820754765178012,1966488343
51,thermal_anomaly,2.616911403555741,0.7921041659167323,gradual,0.5517922271475404,1.3390755010949262,639865186
52,thermal_anomaly,1.9010607133664714,0.5089635715974086,abrupt,0.0,1.406744888672384,1383199746
53,thermal_anomaly,2.5848917723927425,0.2277122171260587,gradual,0.9995491742169478,1.3029790689654455,229269397
54,thermal_anomaly,2.6828385640696006,0.2061391412940021,abrupt,0.0,0.998249578627866,926051455
55,thermal_anomaly,2.322537376977248,0.6535692994141874,abrupt,0.0,0.8370785520719333,1503179311
56,thermal_anomaly,3.2760642399739286,0.7278003513785443,gradual,0.9868538400677367,1.1415690799430833,1497455064
57,thermal_anomaly,3.0489375459509587,0.45030646063285434,gradual,0.9286576737327732,1.0730302528086022,319858216
58,thermal_anomaly,2.4940452314008352,0.2673277544409908,abrupt,0.0,1.1325919397452502,1602673316
59,thermal_anomaly,2.915355795800741,0.6454905270039444,abrupt,0.0,0.7569079934974283,1569720506
60,thermal_anomaly,1.87913398374441,0.3920719805105231,gradual,0.5134663778486381,1.0942512272568123,1145116247
61,reaction_wheel_degradation,1.6009178972209182,0.309809248899257,gradual,0.6095051418922358,1.413838279518862,1365493998
62,reaction_wheel_degradation,1.886339951397319,0.43975810353501815,gradual,0.27801211970828343,0.8140171212948634,1840625248
63,reaction_wheel_degradation,3.1829731168073643,0.6960281720952892,gradual,0.7652677457703021,1.1384498324517491,227753578
64,reaction_wheel_degradation,2.130370206837421,0.4844217333556942,gradual,0.8533152564232582,0.9824728163784012,1605212107
65,reaction_wheel_degradation,3.2635421616966225,0.439231361865161,gradual,0.7692084406506399,1.0512637266937577,1817464816
66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403
67,reaction_wheel_degradation,1.7940930918834836,0.5890004606630462,gradual,0.6230073337966318,1.1469157392470744,1223292678
68,reaction_wheel_degradation,1.8215730090562257,0.6698805975662906,abrupt,0.0,1.2961477284766412,432472161
69,reaction_wheel_degradation,1.6541369758308428,0.4473512664881101,abrupt,0.0,1.2452795036204753,1358793006
70,reaction_wheel_degradation,2.4354001685708293,0.37186923199428473,gradual,0.7261174080063819,0.8751850190891066,628890386
71,reaction_wheel_degradation,3.0540980414084995,0.6695092197744519,gradual,0.5045561920052688,1.4048484465311923,932490920
72,reaction_wheel_degradation,3.487812618867782,0.3273244849123812,gradual,0.2748027638196737,1.376356300655668,201142754
73,reaction_wheel_degradation,2.4718659568526764,0.7774408662115393,abrupt,0.0,1.4188663231749152,468332677
74,reaction_wheel_degradation,1.9725813673849246,0.5942738930945521,abrupt,0.0,1.1441022936205874,771945517
75,reaction_wheel_degradation,2.4472103761322748,0.22910307954927125,gradual,0.44393534612689867,0.9364861493734895,547281723
76,reaction_wheel_degradation,2.696593689981004,0.2924945017656537,gradual,0.4956533521492632,1.1991379978622243,1997340678
77,reaction_wheel_degradation,2.2598698683576757,0.5831275118605782,gradual,0.426827413056085,1.373293265709942,1181160926
78,reaction_wheel_degradation,2.710537189014909,0.3308035580277609,abrupt,0.0,1.0465327892843292,1327126719
79,reaction_wheel_degradation,1.567745396363424,0.23283868598043356,gradual,0.4531828482148294,1.290183357022873,1387833392
80,reaction_wheel_degradation,2.9802624999258596,0.3285072980723234,gradual,0.9252257939659989,1.2669849793967467,160652372
81,battery_voltage_sensor_drift,2.288573342580343,0.21538873827677796,gradual,0.6502540567746808,0.8117184370571453,768630914
82,battery_voltage_sensor_drift,1.5123113386705767,0.4708259647389193,gradual,0.8421269001972724,0.967954430826182,1225372740
83,battery_voltage_sensor_drift,1.964091032239969,0.39865620842807514,abrupt,0.0,1.4486246000836158,379577572
84,battery_voltage_sensor_drift,2.7042723403626203,0.2447524545331784,abrupt,0.0,1.4490618064336784,1890723518
85,battery_voltage_sensor_drift,1.7499991173145462,0.28740124511286125,gradual,0.44122512173043776,1.0586656370997374,479987482
86,battery_voltage_sensor_drift,2.90013211193784,0.4833993551629813,gradual,0.5967513153501406,0.9678447122144072,880320306
87,battery_voltage_sensor_drift,1.8891537752315883,0.6530079511508322,abrupt,0.0,1.2066808581574453,77755924
88,battery_voltage_sensor_drift,3.426495179696487,0.25377243826277296,abrupt,0.0,1.2461647929148612,1291214772
89,battery_voltage_sensor_drift,2.1617989699953535,0.27714972312031305,gradual,0.7851811151939005,0.916914114191979,1873548368
90,battery_voltage_sensor_drift,3.184824573206895,0.5419771703143134,gradual,0.613745229697397,0.923158771546418,204416523
91,battery_voltage_sensor_drift,1.7671242122839785,0.4507477496754406,gradual,0.20344015260038822,1.0465138543203425,1889716659
92,battery_voltage_sensor_drift,2.8420226208053005,0.3169771551324382,gradual,0.46007049826710694,1.3701059856281161,867019684
93,battery_voltage_sensor_drift,3.1552452464368215,0.7309280582601319,abrupt,0.0,1.3798993306988288,190197263
94,battery_voltage_sensor_drift,2.2988860040006944,0.3066098726514919,gradual,0.2601555410428873,1.4676316246128773,494899319
95,battery_voltage_sensor_drift,1.5259932232840856,0.4979576866017859,gradual,0.3060119381192647,1.1978263712410353,1160255759
96,battery_voltage_sensor_drift,3.0150731290696777,0.6191568450416163,gradual,0.83462693227156,1.1871449590459844,1140234191
97,battery_voltage_sensor_drift,2.1999283755200976,0.26445701187797543,abrupt,0.0,1.403405680866308,1595460673
98,battery_voltage_sensor_drift,3.2880613396795724,0.38365180580171,abrupt,0.0,0.9674981123127253,572176844
99,battery_voltage_sensor_drift,2.2693011506258003,0.2622080645196203,gradual,0.8383543262870925,1.0603649147464758,677719097
100,battery_voltage_sensor_drift,3.4975459003504255,0.3291917162891369,gradual,0.9902050286055923,1.1217933251225973,1060047214
101,telemetry_dropout,2.6828386133175837,0.5280238495549836,abrupt,0.0,1.2871016432366829,1763132408
102,telemetry_dropout,3.3531527657293014,0.5520012503111457,gradual,0.740408242856311,1.4584628282656662,1958222093
103,telemetry_dropout,3.4562717189067795,0.3697730757239587,gradual,0.7842312730995435,1.4038778381795805,1673820925
104,telemetry_dropout,3.4524934052820866,0.6521106241478114,abrupt,0.0,1.1550906091451716,359581724
105,telemetry_dropout,1.723066835098181,0.6347526790163724,gradual,0.6626297092855489,1.3854219255149327,248508739
106,telemetry_dropout,1.683430709609744,0.6572834516737502,gradual,0.35102451744603935,1.0103844592749243,1652608578
107,telemetry_dropout,2.5183881665507872,0.7153074678618823,gradual,0.2816817306050455,1.0816158419532393,2102123054
108,telemetry_dropout,2.7047274597321675,0.7130971266801129,gradual,0.3784287084550158,1.1271394280278475,1811057178
109,telemetry_dropout,2.530309681536255,0.7364467497279013,gradual,0.38799169596257643,1.3116434776725452,1779725156
110,telemetry_dropout,2.4687013163771,0.7859518909003971,gradual,0.7374791640884226,1.4504162464124226,900840257
111,telemetry_dropout,2.932589628775367,0.7728634253690692,gradual,0.6699319238812685,0.9631698198986983,1149591354
112,telemetry_dropout,2.5630047294660394,0.235433791386974,abrupt,0.0,1.2812769167739824,495519192
113,telemetry_dropout,2.8580224901760145,0.21700588360061712,abrupt,0.0,1.2133682593913835,408579281
114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464
115,telemetry_dropout,2.3987400443686164,0.5556975536396281,gradual,0.367543343470999,0.8717888971418776,1747140925
116,telemetry_dropout,3.0494660973658245,0.4294734197184069,gradual,0.25324746565205186,1.148667319873734,312037733
117,telemetry_dropout,3.014472729604848,0.5042512611274654,gradual,0.8492127023716323,1.131827923679908,924983756
118,telemetry_dropout,1.9772055433230649,0.5590734371513905,gradual,0.9257046792985149,0.8199417125321544,1946333978
119,telemetry_dropout,3.1114407934292974,0.6100938428685541,gradual,0.6870868840409237,1.0903294928387703,1555316800
120,telemetry_dropout,2.06836894962348,0.2332509222505076,gradual,0.8498990995203983,1.3715093973630794,1709712774
