scenario_id,fault_type,rows,fault_start_time_h,requested_severity,profile,ramp_duration_h,requested_noise_scale,realized_battery_voltage_noise_std_v,realized_battery_voltage_noise_scale,pre_fault_samples,active_fault_samples,pre_fault_missing_cells,active_fault_missing_cells,mean_active_battery_voltage_residual_v,internal_fault_name,output_file
13,solar_array_degradation,361,1.686891866989236,0.7428224435320119,gradual,0.2469881740124664,1.018673413943536,0.028833978012717473,0.9611326004239158,102,259,0,0,-0.0005325551351551712,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0013_solar_array_degradation.csv
14,solar_array_degradation,361,2.1284762624357656,0.5402298550186695,gradual,0.8193697261046999,1.4688483007230255,0.04537589172802262,1.5125297242674207,128,233,0,0,0.001575762972270252,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0014_solar_array_degradation.csv
15,solar_array_degradation,361,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,0.04405468783582254,1.468489594527418,197,164,0,0,0.0029014759908987386,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0015_solar_array_degradation.csv
16,solar_array_degradation,361,2.0954189128417227,0.3689680958603575,gradual,0.5898904528580091,0.8196664115680854,0.02524525565110126,0.8415085217033754,126,235,0,0,-0.001614252814409608,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0016_solar_array_degradation.csv
17,solar_array_degradation,361,1.5257157754898607,0.5625894480641828,gradual,0.6811056970723209,1.1730178978991508,0.03592484816413145,1.1974949388043816,92,269,0,0,0.0021717303746559636,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0017_solar_array_degradation.csv
18,solar_array_degradation,361,3.336793715741193,0.312954296661419,gradual,0.8301813010582269,1.2292696891672248,0.035651796829557485,1.1883932276519162,201,160,0,0,-0.0007549203737548194,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0018_solar_array_degradation.csv
19,solar_array_degradation,361,2.8192145349818984,0.5276361379403856,gradual,0.386610564960111,1.1994869942021855,0.032494749538215954,1.0831583179405317,170,191,0,0,-0.00022380692343341733,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0019_solar_array_degradation.csv
20,solar_array_degradation,361,1.76952290324226,0.5693049646153203,gradual,0.8128290731730263,0.8007857704654054,0.02573881621311982,0.8579605404373274,107,254,0,0,0.0010647840590526291,solar_array_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0020_solar_array_degradation.csv
21,battery_degradation,361,2.7136287620684065,0.7142472139919882,gradual,0.4570701563628166,1.241847041941417,0.038740057396441374,1.2913352465480459,163,198,0,0,-0.0021205586845519284,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0021_battery_degradation.csv
22,battery_degradation,361,2.83718557682018,0.2770066408652321,abrupt,0.0,0.7745387836476865,0.023263155699737675,0.7754385233245892,171,190,0,0,-0.0003810739733330144,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0022_battery_degradation.csv
23,battery_degradation,361,1.6678187779253817,0.532861771889904,abrupt,0.0,1.137061940728299,0.032609296166778205,1.086976538892607,101,260,0,0,0.000939869814171806,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0023_battery_degradation.csv
24,battery_degradation,361,3.262372358699047,0.4130366087531232,abrupt,0.0,0.985250056172856,0.03285503081215124,1.0951676937383747,196,165,0,0,0.0006729393529319554,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0024_battery_degradation.csv
25,battery_degradation,361,1.7356992890487906,0.5979100187943587,gradual,0.578403888690391,1.1687230477114106,0.033833818245250925,1.1277939415083642,105,256,0,0,-0.0011396101223430238,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0025_battery_degradation.csv
26,battery_degradation,361,2.897830343304977,0.6470209319885911,gradual,0.3726324608672951,1.237624543740518,0.033782845909002546,1.1260948636334183,174,187,0,0,0.004797189110401945,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0026_battery_degradation.csv
27,battery_degradation,361,2.9347890106527874,0.7053367578341156,abrupt,0.0,1.2665960292847858,0.041474647824255126,1.3824882608085043,177,184,0,0,-0.002600733273675889,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0027_battery_degradation.csv
28,battery_degradation,361,2.3187220676453304,0.261011454249298,gradual,0.9707877984963832,0.9123926262095988,0.026622381635139518,0.8874127211713173,140,221,0,0,0.0008422210599535253,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0028_battery_degradation.csv
29,battery_degradation,361,1.7272759871763512,0.4206076548422047,abrupt,0.0,0.9503991988772036,0.030195691424354517,1.0065230474784839,104,257,0,0,-3.561059400182094e-05,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0029_battery_degradation.csv
30,battery_degradation,361,2.137564162891159,0.5515337087280956,abrupt,0.0,1.2509849432988789,0.035256780593218226,1.1752260197739408,129,232,0,0,0.0008480011642377236,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0030_battery_degradation.csv
31,battery_degradation,361,1.755312775329765,0.673885629965303,gradual,0.346928309673145,1.3186871742363682,0.04081711058356764,1.3605703527855881,106,255,0,0,-0.0016851144975696564,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0031_battery_degradation.csv
32,battery_degradation,361,2.376290020661938,0.3443756250882639,gradual,0.4922280453627685,0.7823180179759468,0.023575942136033878,0.785864737867796,143,218,0,0,0.0023928902098783985,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0032_battery_degradation.csv
33,battery_degradation,361,3.43073853968936,0.218278884874937,abrupt,0.0,1.0993593982465346,0.03044272781718453,1.014757593906151,206,155,0,0,-0.0017715229656310094,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0033_battery_degradation.csv
34,battery_degradation,361,2.1702700751721906,0.5405391451600045,gradual,0.9490497794062758,0.8054219818839264,0.022058651786177733,0.7352883928725911,131,230,0,0,0.0017923007530901737,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0034_battery_degradation.csv
35,battery_degradation,361,3.2066273125199984,0.3006941930793471,gradual,0.4370777742785594,1.2883757679621737,0.03469537539085236,1.156512513028412,193,168,0,0,0.0053483399575093,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0035_battery_degradation.csv
36,battery_degradation,361,3.20110251951271,0.7877755093108962,abrupt,0.0,1.2212313440057934,0.03736437899910306,1.245479299970102,193,168,0,0,-0.0006078514862277517,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0036_battery_degradation.csv
37,battery_degradation,361,2.978521591274069,0.247777602545364,gradual,0.4572124122465983,0.8711017819957132,0.02843791736676578,0.9479305788921928,179,182,0,0,-0.0024554793650161514,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0037_battery_degradation.csv
38,battery_degradation,361,2.4237671941551358,0.5462478997759437,gradual,0.5989350890788014,1.4288630305793522,0.04224530677019944,1.4081768923399816,146,215,0,0,0.0017152785340259313,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0038_battery_degradation.csv
39,battery_degradation,361,1.8558283967820088,0.3732749894056553,gradual,0.8195056160629288,1.2390735876494658,0.03423701139273169,1.1412337130910564,112,249,0,0,0.00014999716861599453,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0039_battery_degradation.csv
40,battery_degradation,361,2.988883781187832,0.6629222227440466,gradual,0.2626983239377489,0.9091043616193294,0.02823189533213049,0.941063177737683,180,181,0,0,0.0008480522720035915,battery_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0040_battery_degradation.csv
41,thermal_anomaly,361,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,0.03220132947705321,1.073377649235107,198,163,0,0,-0.006954115981128952,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0041_thermal_anomaly.csv
42,thermal_anomaly,361,2.3325695431322617,0.2125669064974436,abrupt,0.0,0.9530106760844326,0.02530966680000361,0.8436555600001203,140,221,0,0,0.0038802427722462226,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0042_thermal_anomaly.csv
43,thermal_anomaly,361,3.338260981904148,0.5527821299796953,abrupt,0.0,1.0706734069060049,0.03472259699847929,1.1574198999493095,201,160,0,0,0.003147457020050104,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0043_thermal_anomaly.csv
44,thermal_anomaly,361,2.7747202348521127,0.5194687099090153,gradual,0.4486344094202435,1.1812496316014158,0.0358122812866807,1.1937427095560234,167,194,0,0,-0.0030036692284934807,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0044_thermal_anomaly.csv
45,thermal_anomaly,361,3.451664027341458,0.5317921786317299,gradual,0.2122179481469192,0.9023230521172474,0.025990196417269355,0.8663398805756451,208,153,0,0,-0.0018488695499107983,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0045_thermal_anomaly.csv
46,thermal_anomaly,361,2.6389457939895387,0.4925348471822232,gradual,0.4362125703116005,1.259122347415162,0.03721251676761008,1.2404172255870027,159,202,0,0,9.662648443489824e-05,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0046_thermal_anomaly.csv
47,thermal_anomaly,361,2.2314701111600006,0.461140824443969,gradual,0.956946378016636,1.4952426400609842,0.04499804801305305,1.4999349337684351,134,227,0,0,-0.0021466394573364466,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0047_thermal_anomaly.csv
48,thermal_anomaly,361,1.7763381100010138,0.2149541614610631,gradual,0.2610839931882625,0.8382848099867584,0.023776489764299212,0.7925496588099737,107,254,0,0,0.0005075110278807312,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0048_thermal_anomaly.csv
49,thermal_anomaly,361,1.9696781589797,0.7951958587648988,abrupt,0.0,0.832599089248062,0.02253366372593854,0.7511221241979514,119,242,0,0,-0.001817544700208385,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0049_thermal_anomaly.csv
50,thermal_anomaly,361,2.7441394819056777,0.6439404214105036,gradual,0.9470660071913556,1.4820754765178012,0.0476292794376114,1.5876426479203802,165,196,0,0,0.0052895278603763566,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0050_thermal_anomaly.csv
51,thermal_anomaly,361,2.616911403555741,0.7921041659167323,gradual,0.5517922271475404,1.3390755010949262,0.03601953612775774,1.2006512042585913,158,203,0,0,-0.003738054881269259,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0051_thermal_anomaly.csv
52,thermal_anomaly,361,1.9010607133664716,0.5089635715974086,abrupt,0.0,1.406744888672384,0.04268544567172425,1.422848189057475,115,246,0,0,0.0008111166171593166,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0052_thermal_anomaly.csv
53,thermal_anomaly,361,2.5848917723927425,0.2277122171260587,gradual,0.9995491742169478,1.3029790689654457,0.03844364939335656,1.281454979778552,156,205,0,0,0.00043589491283547424,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0053_thermal_anomaly.csv
54,thermal_anomaly,361,2.6828385640696006,0.2061391412940021,abrupt,0.0,0.998249578627866,0.03172849070464655,1.0576163568215515,161,200,0,0,-0.0016870587262178916,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0054_thermal_anomaly.csv
55,thermal_anomaly,361,2.322537376977248,0.6535692994141874,abrupt,0.0,0.8370785520719333,0.028058128411073913,0.9352709470357972,140,221,0,0,-0.0014069658952212888,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0055_thermal_anomaly.csv
56,thermal_anomaly,361,3.2760642399739286,0.7278003513785443,gradual,0.9868538400677368,1.141569079943083,0.031059066662609467,1.0353022220869823,197,164,0,0,0.003405333572924523,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0056_thermal_anomaly.csv
57,thermal_anomaly,361,3.0489375459509587,0.4503064606328543,gradual,0.9286576737327732,1.0730302528086022,0.031852154108024076,1.0617384702674693,183,178,0,0,-0.003136491507347424,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0057_thermal_anomaly.csv
58,thermal_anomaly,361,2.4940452314008352,0.2673277544409908,abrupt,0.0,1.1325919397452502,0.03475040850423351,1.1583469501411172,150,211,0,0,-0.0009870368835420916,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0058_thermal_anomaly.csv
59,thermal_anomaly,361,2.915355795800741,0.6454905270039444,abrupt,0.0,0.7569079934974283,0.01892784210503454,0.630928070167818,175,186,0,0,0.0007575460010196171,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0059_thermal_anomaly.csv
60,thermal_anomaly,361,1.87913398374441,0.3920719805105231,gradual,0.5134663778486381,1.0942512272568123,0.03238737804641212,1.0795792682137373,113,248,0,0,0.00042193083894659367,thermal_anomaly,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0060_thermal_anomaly.csv
61,reaction_wheel_degradation,361,1.6009178972209182,0.309809248899257,gradual,0.6095051418922358,1.413838279518862,0.04095213156349677,1.3650710521165592,97,264,0,0,0.0032204488676665583,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0061_reaction_wheel_degradation.csv
62,reaction_wheel_degradation,361,1.886339951397319,0.4397581035350181,gradual,0.2780121197082834,0.8140171212948634,0.02614987145311411,0.8716623817704704,114,247,0,0,-0.0002099675707036023,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0062_reaction_wheel_degradation.csv
63,reaction_wheel_degradation,361,3.1829731168073643,0.6960281720952892,gradual,0.7652677457703021,1.1384498324517491,0.03603025247111891,1.2010084157039638,191,170,0,0,0.0011139342865402486,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0063_reaction_wheel_degradation.csv
64,reaction_wheel_degradation,361,2.130370206837421,0.4844217333556942,gradual,0.8533152564232582,0.9824728163784012,0.03164124598439862,1.0547081994799539,128,233,0,0,4.081111469993307e-05,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0064_reaction_wheel_degradation.csv
65,reaction_wheel_degradation,361,3.2635421616966225,0.439231361865161,gradual,0.7692084406506399,1.0512637266937577,0.03144960593867084,1.0483201979556946,196,165,0,0,-0.0034490274175014344,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0065_reaction_wheel_degradation.csv
66,reaction_wheel_degradation,361,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,0.046782633387072725,1.5594211129024242,146,215,0,0,-0.0013093033804363247,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0066_reaction_wheel_degradation.csv
67,reaction_wheel_degradation,361,1.7940930918834836,0.5890004606630462,gradual,0.6230073337966318,1.1469157392470744,0.03464426570130124,1.1548088567100414,108,253,0,0,-0.0042224054049022275,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0067_reaction_wheel_degradation.csv
68,reaction_wheel_degradation,361,1.8215730090562257,0.6698805975662906,abrupt,0.0,1.2961477284766412,0.03461636468592194,1.1538788228640648,110,251,0,0,-0.00020533908486446235,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0068_reaction_wheel_degradation.csv
69,reaction_wheel_degradation,361,1.6541369758308428,0.4473512664881101,abrupt,0.0,1.2452795036204751,0.03710629783651984,1.2368765945506615,100,261,0,0,0.0025164303952384713,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0069_reaction_wheel_degradation.csv
70,reaction_wheel_degradation,361,2.4354001685708293,0.3718692319942847,gradual,0.7261174080063819,0.8751850190891066,0.028717000474267385,0.9572333491422462,147,214,0,0,0.0022045667202720037,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0070_reaction_wheel_degradation.csv
71,reaction_wheel_degradation,361,3.0540980414084995,0.6695092197744519,gradual,0.5045561920052688,1.4048484465311923,0.042385105622491016,1.4128368540830338,184,177,0,0,0.0011293301036520034,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0071_reaction_wheel_degradation.csv
72,reaction_wheel_degradation,361,3.487812618867782,0.3273244849123812,gradual,0.2748027638196737,1.376356300655668,0.0408631081752198,1.36210360584066,210,151,0,0,-0.004251383524217799,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0072_reaction_wheel_degradation.csv
73,reaction_wheel_degradation,361,2.4718659568526764,0.7774408662115393,abrupt,0.0,1.4188663231749152,0.04777439620843688,1.592479873614563,149,212,0,0,0.00034143348746933745,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0073_reaction_wheel_degradation.csv
74,reaction_wheel_degradation,361,1.9725813673849248,0.5942738930945521,abrupt,0.0,1.1441022936205874,0.031495666001100084,1.0498555333700028,119,242,0,0,2.62227085879468e-05,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0074_reaction_wheel_degradation.csv
75,reaction_wheel_degradation,361,2.4472103761322748,0.2291030795492712,gradual,0.4439353461268986,0.9364861493734896,0.030434518249221967,1.0144839416407323,147,214,0,0,0.0008834866625176703,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0075_reaction_wheel_degradation.csv
76,reaction_wheel_degradation,361,2.696593689981004,0.2924945017656537,gradual,0.4956533521492632,1.1991379978622243,0.03271193361987732,1.090397787329244,162,199,0,0,0.0006999982375905364,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0076_reaction_wheel_degradation.csv
77,reaction_wheel_degradation,361,2.259869868357676,0.5831275118605782,gradual,0.426827413056085,1.373293265709942,0.04283070504904344,1.427690168301448,136,225,0,0,0.0005971573474054676,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0077_reaction_wheel_degradation.csv
78,reaction_wheel_degradation,361,2.710537189014909,0.3308035580277609,abrupt,0.0,1.0465327892843292,0.03166964320207099,1.0556547734023662,163,198,0,0,0.005498837896578303,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0078_reaction_wheel_degradation.csv
79,reaction_wheel_degradation,361,1.567745396363424,0.2328386859804335,gradual,0.4531828482148294,1.290183357022873,0.03686511996193307,1.2288373320644357,95,266,0,0,0.0015115850866054487,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0079_reaction_wheel_degradation.csv
80,reaction_wheel_degradation,361,2.98026249992586,0.3285072980723234,gradual,0.9252257939659988,1.2669849793967467,0.03770884992986886,1.256961664328962,179,182,0,0,-0.003970704302523889,reaction_wheel_degradation,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0080_reaction_wheel_degradation.csv
81,battery_voltage_sensor_drift,361,2.288573342580343,0.2153887382767779,gradual,0.6502540567746808,0.8117184370571453,0.02546252242092553,0.8487507473641843,138,223,0,0,0.09876289778283076,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0081_battery_voltage_sensor_drift.csv
82,battery_voltage_sensor_drift,361,1.5123113386705769,0.4708259647389193,gradual,0.8421269001972724,0.967954430826182,0.029070398050457705,0.9690132683485901,91,270,0,0,0.2146245195120878,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0082_battery_voltage_sensor_drift.csv
83,battery_voltage_sensor_drift,361,1.964091032239969,0.3986562084280751,abrupt,0.0,1.4486246000836158,0.047012794066940304,1.5670931355646769,118,243,0,0,0.19776973552349872,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0083_battery_voltage_sensor_drift.csv
84,battery_voltage_sensor_drift,361,2.7042723403626203,0.2447524545331784,abrupt,0.0,1.4490618064336784,0.04788551496276687,1.596183832092229,163,198,0,0,0.12099016515560058,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0084_battery_voltage_sensor_drift.csv
85,battery_voltage_sensor_drift,361,1.7499991173145462,0.2874012451128612,gradual,0.4412251217304377,1.0586656370997374,0.0327990736179643,1.0933024539321434,105,256,0,0,0.13436405033333934,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0085_battery_voltage_sensor_drift.csv
86,battery_voltage_sensor_drift,361,2.90013211193784,0.4833993551629813,gradual,0.5967513153501406,0.9678447122144072,0.030310014657022617,1.0103338219007538,175,186,0,0,0.22229760176083765,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0086_battery_voltage_sensor_drift.csv
87,battery_voltage_sensor_drift,361,1.8891537752315883,0.6530079511508322,abrupt,0.0,1.2066808581574453,0.0374583274465479,1.24861091488493,114,247,0,0,0.3252767502148956,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0087_battery_voltage_sensor_drift.csv
88,battery_voltage_sensor_drift,361,3.426495179696487,0.2537724382627729,abrupt,0.0,1.2461647929148612,0.03974529494828431,1.3248431649428105,206,155,0,0,0.1342409735871584,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0088_battery_voltage_sensor_drift.csv
89,battery_voltage_sensor_drift,361,2.161798969995353,0.277149723120313,gradual,0.7851811151939005,0.916914114191979,0.024915829955698333,0.8305276651899445,130,231,0,0,0.12648096755779284,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0089_battery_voltage_sensor_drift.csv
90,battery_voltage_sensor_drift,361,3.184824573206895,0.5419771703143134,gradual,0.613745229697397,0.923158771546418,0.026207439081036576,0.8735813027012193,192,169,0,0,0.24155935692211572,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0090_battery_voltage_sensor_drift.csv
