test_position,true_label,predicted_label,confidence,baseline_probability,top_k_used,top_feature_1,top_shap_1,top_feature_2,top_shap_2,top_feature_3,top_shap_3,top_feature_4,top_shap_4,top_feature_5,top_shap_5
115,solar_array_degradation,solar_array_degradation,0.7120037206485396,0.7120037206485396,5,solar_relative_residual,0.13278460022344524,rule_pred_solar_array_degradation,0.07282940546802931,physics_pred_solar_array_degradation,0.06996024983861632,battery_temp_measured,0.05034420166100013,rule_confidence,0.033287937833483536
116,solar_array_degradation,solar_array_degradation,0.9924278846153847,0.9924278846153847,5,solar_relative_residual,0.14987968567533025,rule_pred_solar_array_degradation,0.08171799330337477,physics_pred_solar_array_degradation,0.07777010499943235,battery_temp_measured,0.06353141558207226,rule_confidence,0.037206977298117505
117,solar_array_degradation,solar_array_degradation,0.9849948235659879,0.9849948235659879,5,solar_relative_residual,0.15905072892675506,rule_pred_solar_array_degradation,0.08484496694580314,physics_pred_solar_array_degradation,0.08010346963763051,battery_temp_measured,0.062271335699091046,rule_confidence,0.03858561262943051
118,solar_array_degradation,solar_array_degradation,0.9911383801383802,0.9911383801383802,5,solar_relative_residual,0.1597702454328688,rule_pred_solar_array_degradation,0.08342601795321489,physics_pred_solar_array_degradation,0.07568687338062972,battery_temp_measured,0.060654865144050434,rule_confidence,0.038752217536674696
119,solar_array_degradation,solar_array_degradation,0.9964478940893914,0.9964478940893914,5,solar_relative_residual,0.15131657565986176,rule_pred_solar_array_degradation,0.08442985553395102,physics_pred_solar_array_degradation,0.0774403465763425,battery_temp_measured,0.06301953808842965,rule_confidence,0.03815270382117237
120,solar_array_degradation,solar_array_degradation,0.9986755710196982,0.9986755710196982,5,solar_relative_residual,0.16128512441197745,rule_pred_solar_array_degradation,0.08643067964114629,physics_pred_solar_array_degradation,0.07916187800925507,battery_temp_measured,0.062330819557913246,rule_confidence,0.03967074003374112
121,solar_array_degradation,solar_array_degradation,0.989414382215642,0.989414382215642,5,solar_relative_residual,0.15460632668330465,rule_pred_solar_array_degradation,0.08433944097208983,physics_pred_solar_array_degradation,0.07525979896114704,battery_temp_measured,0.0587789947986354,rule_confidence,0.038427532351354814
122,solar_array_degradation,solar_array_degradation,0.9832823028982317,0.9832823028982317,5,solar_relative_residual,0.1547487745181426,rule_pred_solar_array_degradation,0.0845296460896933,physics_pred_solar_array_degradation,0.07903896796842136,battery_temp_measured,0.04817618991038969,rule_confidence,0.038930512289639896
123,solar_array_degradation,solar_array_degradation,0.9960203344029896,0.9960203344029896,5,solar_relative_residual,0.15941205270633071,rule_pred_solar_array_degradation,0.0829207656211721,physics_pred_solar_array_degradation,0.0768453650120996,battery_temp_measured,0.059749456976476795,rule_confidence,0.039023046483347486
124,solar_array_degradation,solar_array_degradation,0.9995202312138729,0.9995202312138729,5,solar_relative_residual,0.15672706633552316,rule_pred_solar_array_degradation,0.08628831684703617,physics_pred_solar_array_degradation,0.07614411295894663,battery_temp_measured,0.06279415433601968,rule_confidence,0.03895817559091156
125,solar_array_degradation,solar_array_degradation,0.8856062775206052,0.8856062775206052,5,solar_relative_residual,0.15026587904763336,rule_pred_solar_array_degradation,0.07566915722262008,physics_pred_solar_array_degradation,0.07175762877610646,battery_temp_measured,0.05887611981700162,rule_confidence,0.036336270758152066
126,solar_array_degradation,solar_array_degradation,0.989680036835652,0.989680036835652,5,solar_relative_residual,0.15824476694774373,rule_pred_solar_array_degradation,0.08470228380081737,physics_pred_solar_array_degradation,0.07812586137624124,battery_temp_measured,0.06223636027103653,rule_confidence,0.03915409860876164
127,solar_array_degradation,solar_array_degradation,0.9942702746764157,0.9942702746764157,5,solar_relative_residual,0.15591817498973998,rule_pred_solar_array_degradation,0.0844155945419826,physics_pred_solar_array_degradation,0.07805966315337867,battery_temp_measured,0.05213325267465089,rule_confidence,0.04010665870170999
128,solar_array_degradation,solar_array_degradation,0.8859498641236915,0.8859498641236915,5,solar_relative_residual,0.1422928762357359,rule_pred_solar_array_degradation,0.07521611124582109,physics_pred_solar_array_degradation,0.07126670382632981,battery_temp_measured,0.0592829318424546,rule_confidence,0.0357085019244895
129,solar_array_degradation,solar_array_degradation,0.998,0.998,5,solar_relative_residual,0.15230098636542874,rule_pred_solar_array_degradation,0.08329953168344408,physics_pred_solar_array_degradation,0.07808136014000308,battery_temp_measured,0.06310609133259472,rule_confidence,0.037816785418202215
130,solar_array_degradation,solar_array_degradation,1.0,1.0,5,solar_relative_residual,0.1578325240308799,rule_pred_solar_array_degradation,0.08271186445013398,physics_pred_solar_array_degradation,0.07728199561259427,battery_temp_measured,0.06341649307255723,rule_confidence,0.03887606369571076
131,solar_array_degradation,solar_array_degradation,0.8550477582366273,0.8550477582366273,5,solar_relative_residual,0.14699843859786244,rule_pred_solar_array_degradation,0.07935970939910302,physics_pred_solar_array_degradation,0.07209479692481191,battery_temp_measured,0.057247225766635594,rule_confidence,0.035239237640340926
132,solar_array_degradation,solar_array_degradation,0.8738142244307103,0.8738142244307103,5,solar_relative_residual,0.15074833881974098,rule_pred_solar_array_degradation,0.07979758081214021,physics_pred_solar_array_degradation,0.07739159828567732,battery_temp_measured,0.05866027546174425,rule_confidence,0.03673032738780008
133,solar_array_degradation,solar_array_degradation,0.8758151091044626,0.8758151091044626,5,solar_relative_residual,0.15464735271459032,rule_pred_solar_array_degradation,0.07974505707861705,physics_pred_solar_array_degradation,0.07430962517961757,battery_temp_measured,0.05896015479015012,rule_confidence,0.03575479685771383
134,solar_array_degradation,solar_array_degradation,0.886127788747439,0.886127788747439,5,solar_relative_residual,0.1550344202064511,rule_pred_solar_array_degradation,0.07679574363607017,physics_pred_solar_array_degradation,0.07267609958070706,battery_temp_measured,0.056620459617452934,rule_confidence,0.03752496629233675
135,solar_array_degradation,solar_array_degradation,0.8702164731431007,0.8702164731431007,5,solar_relative_residual,0.14757941731154728,rule_pred_solar_array_degradation,0.07764840376828014,physics_pred_solar_array_degradation,0.0747950981051613,battery_temp_measured,0.04026897738568812,rule_confidence,0.03661661813337687
136,solar_array_degradation,solar_array_degradation,0.8872536817316252,0.8872536817316252,5,solar_relative_residual,0.1471121664064341,rule_pred_solar_array_degradation,0.07559634941304198,physics_pred_solar_array_degradation,0.07340037105838297,battery_temp_measured,0.06037165594616065,rule_confidence,0.035077829758973555
137,solar_array_degradation,solar_array_degradation,0.8750598394471143,0.8750598394471143,5,solar_relative_residual,0.15095894676384797,rule_pred_solar_array_degradation,0.08092235891551423,physics_pred_solar_array_degradation,0.076092788846803,battery_temp_measured,0.05969134122765916,rule_confidence,0.03783157172510544
138,solar_array_degradation,solar_array_degradation,0.9641572237540538,0.9641572237540538,5,solar_relative_residual,0.15108114500347342,rule_pred_solar_array_degradation,0.08095021482419028,physics_pred_solar_array_degradation,0.07805999519872844,battery_temp_measured,0.058863548217599156,rule_confidence,0.037639445176967316
139,solar_array_degradation,solar_array_degradation,0.986063188575691,0.986063188575691,5,solar_relative_residual,0.15818856650875104,rule_pred_solar_array_degradation,0.08638510501525842,physics_pred_solar_array_degradation,0.08195987448069147,battery_temp_measured,0.061974793057361324,rule_confidence,0.0391272403017902
140,solar_array_degradation,solar_array_degradation,0.8814782608695653,0.8814782608695653,5,solar_relative_residual,0.1464860700867173,rule_pred_solar_array_degradation,0.07525827284757682,physics_pred_solar_array_degradation,0.07354738093817673,battery_temp_measured,0.05858008171643107,rule_confidence,0.035488786868060666
141,solar_array_degradation,solar_array_degradation,0.8827687046195939,0.8827687046195939,5,solar_relative_residual,0.14957836881230588,rule_pred_solar_array_degradation,0.07781821999403547,physics_pred_solar_array_degradation,0.0729076715024563,battery_temp_measured,0.05943444446871773,rule_confidence,0.03675043942546733
142,solar_array_degradation,solar_array_degradation,0.9900233949945594,0.9900233949945594,5,solar_relative_residual,0.15148146338427465,rule_pred_solar_array_degradation,0.08203131411871646,physics_pred_solar_array_degradation,0.07769257254951575,battery_temp_measured,0.06205689430470782,rule_confidence,0.0373858575795627
143,solar_array_degradation,solar_array_degradation,0.8424471789584412,0.8424471789584412,5,solar_relative_residual,0.15080217104836294,rule_pred_solar_array_degradation,0.07711508736535537,physics_pred_solar_array_degradation,0.07305304568875251,battery_temp_measured,0.05513634190116543,rule_confidence,0.035613471570928146
144,solar_array_degradation,solar_array_degradation,0.8790432432432433,0.8790432432432433,5,solar_relative_residual,0.15001517595147132,rule_pred_solar_array_degradation,0.07808998173657768,physics_pred_solar_array_degradation,0.07415659719226829,battery_temp_measured,0.04685183495254636,rule_confidence,0.03667352347872848
145,solar_array_degradation,solar_array_degradation,0.879271756665305,0.879271756665305,5,solar_relative_residual,0.15252849435272017,rule_pred_solar_array_degradation,0.07643965860924772,physics_pred_solar_array_degradation,0.07320739373049177,battery_temp_measured,0.057515463548193195,rule_confidence,0.03736975216197505
146,solar_array_degradation,solar_array_degradation,0.7449529420092023,0.7449529420092023,5,battery_temp_measured,0.12006197963911491,battery_current_measured,0.04599291597177113,ml_thermal_ratio,0.03711868943088641,solar_power_w,0.03562134402419975,battery_voltage_measured,0.032442893803201686
147,solar_array_degradation,solar_array_degradation,0.7887753283684424,0.7887753283684424,5,battery_temp_measured,0.11852895752297922,battery_current_measured,0.050244575383979584,battery_soc_measured,0.0394145217743627,solar_power_w,0.03746542032026645,rule_pred_battery_voltage_sensor_drift,0.032431755198467235
148,solar_array_degradation,solar_array_degradation,0.868483032093895,0.868483032093895,5,battery_temp_measured,0.12672662850912844,battery_current_measured,0.05532092556831437,battery_soc_measured,0.0451335250062738,battery_voltage_measured,0.040269261342951786,solar_power_w,0.037925318420397834
149,solar_array_degradation,solar_array_degradation,0.8825748060850784,0.8825748060850784,5,battery_temp_measured,0.1274398908508612,battery_current_measured,0.05766887513926259,battery_soc_measured,0.040101041688832155,battery_voltage_measured,0.03821819788779772,solar_power_w,0.03783200453398142
150,solar_array_degradation,solar_array_degradation,0.7461915350109635,0.7461915350109635,5,battery_temp_measured,0.10981479151229737,battery_current_measured,0.0478971170154912,ml_thermal_ratio,0.041075816986258805,battery_soc_measured,0.03723125317026484,solar_power_w,0.03420683269119584
152,solar_array_degradation,solar_array_degradation,0.7597970270480856,0.7597970270480856,5,battery_temp_measured,0.1158861042531619,battery_current_measured,0.05286895185978418,ml_thermal_ratio,0.03550165001924317,battery_soc_measured,0.03501845316005396,solar_power_w,0.0342432648701833
153,solar_array_degradation,solar_array_degradation,0.8637359690561665,0.8637359690561665,5,battery_temp_measured,0.12111897530840487,battery_current_measured,0.05438571272643978,ml_thermal_ratio,0.047823048528587424,battery_soc_measured,0.03750463920204523,solar_power_w,0.03523120280081603
154,solar_array_degradation,solar_array_degradation,0.7679286361438301,0.7679286361438301,5,battery_temp_measured,0.11407497350409909,battery_current_measured,0.05010605684531862,ml_thermal_ratio,0.042882465408272195,battery_soc_measured,0.039307046926706876,solar_power_w,0.03420567922559111
155,solar_array_degradation,solar_array_degradation,0.8809705472262577,0.8809705472262577,5,battery_temp_measured,0.12390794990813596,battery_current_measured,0.05581361616532172,battery_soc_measured,0.04104531158258901,ml_thermal_ratio,0.03915387838259862,solar_power_w,0.03674710148458813
156,solar_array_degradation,solar_array_degradation,0.725663711585826,0.725663711585826,5,battery_temp_measured,0.11832852720872526,battery_current_measured,0.048829424525039286,ml_thermal_ratio,0.04288580172543922,solar_power_w,0.032295287748732,battery_soc_measured,0.03192547367004474
157,solar_array_degradation,solar_array_degradation,0.7456287285193789,0.7456287285193789,5,battery_temp_measured,0.10880590568400994,battery_current_measured,0.04814734303406089,ml_thermal_ratio,0.04313621870226347,battery_soc_measured,0.039634464434106204,solar_power_w,0.03470324123909858
158,solar_array_degradation,solar_array_degradation,0.8272136664084795,0.8272136664084795,5,battery_temp_measured,0.07461263641424683,battery_current_measured,0.051898035001115325,battery_soc_measured,0.045441558330098324,ml_thermal_ratio,0.04054850104972824,solar_power_w,0.036980009895335564
159,solar_array_degradation,solar_array_degradation,0.8866991716033559,0.8866991716033559,5,battery_temp_measured,0.12030901909527823,battery_current_measured,0.0567167241013057,battery_soc_measured,0.04116185758254792,ml_thermal_ratio,0.039896113186638,solar_power_w,0.03760887404537464
160,solar_array_degradation,solar_array_degradation,0.8246980875339489,0.8246980875339489,5,battery_temp_measured,0.11165243562966726,battery_current_measured,0.05314233886752125,battery_soc_measured,0.04410987369195699,ml_thermal_ratio,0.041905571650223065,solar_power_w,0.03680436218938789
161,solar_array_degradation,solar_array_degradation,0.7159602925313711,0.7159602925313711,5,battery_temp_measured,0.10863457479228443,battery_current_measured,0.04618687024520055,ml_thermal_ratio,0.03876279693306332,battery_soc_measured,0.03765885571769618,solar_power_w,0.031895149688724846
163,solar_array_degradation,solar_array_degradation,0.8603511221389868,0.8603511221389868,5,battery_temp_measured,0.11900173048573605,battery_current_measured,0.05343350291534722,ml_thermal_ratio,0.046386711000911456,battery_soc_measured,0.03957663819903583,solar_power_w,0.036442509121469346
164,solar_array_degradation,solar_array_degradation,0.7473600722888523,0.7473600722888523,5,battery_temp_measured,0.1196964977071429,battery_current_measured,0.04736199052758661,ml_thermal_ratio,0.04015910478131609,battery_soc_measured,0.03897759884959282,battery_voltage_measured,0.033279596297284206
165,solar_array_degradation,solar_array_degradation,0.766502178100838,0.766502178100838,5,battery_temp_measured,0.09359302401835302,battery_current_measured,0.04929741359709311,battery_soc_measured,0.04348283308554807,ml_thermal_ratio,0.04296833418514118,battery_voltage_measured,0.03573428065550416
167,solar_array_degradation,solar_array_degradation,0.7689696972249442,0.7689696972249442,5,battery_temp_measured,0.11545231140788033,battery_current_measured,0.04627828898786309,battery_soc_measured,0.04468641358660873,ml_thermal_ratio,0.04223343104050361,solar_power_w,0.03510309887577982
168,solar_array_degradation,solar_array_degradation,0.9093116742648801,0.9093116742648801,5,battery_temp_measured,0.11827166581645988,battery_current_measured,0.05556011291047311,battery_soc_measured,0.04949400069144386,ml_thermal_ratio,0.042840894479917395,battery_voltage_measured,0.03970839129985671
169,solar_array_degradation,solar_array_degradation,0.8626307891976462,0.8626307891976462,5,battery_temp_measured,0.10125363074977253,battery_soc_measured,0.059583077259548325,battery_current_measured,0.05166739800387472,battery_voltage_measured,0.04753114099965433,solar_power_w,0.03697886267414595
170,solar_array_degradation,solar_array_degradation,0.893578482328684,0.893578482328684,5,battery_temp_measured,0.11741769541718794,battery_current_measured,0.0534187987660361,battery_soc_measured,0.05100819330323916,ml_thermal_ratio,0.04031431113958355,battery_voltage_measured,0.0398751276581934
171,solar_array_degradation,solar_array_degradation,0.8239365995720457,0.8239365995720457,5,battery_temp_measured,0.11986848392517434,battery_current_measured,0.052342536586723706,battery_soc_measured,0.05129954042996957,battery_voltage_measured,0.04496405401594171,solar_power_w,0.03655994816713748
172,solar_array_degradation,solar_array_degradation,0.7658795020493919,0.7658795020493919,5,battery_temp_measured,0.08632033845370107,battery_soc_measured,0.05107653369704486,battery_current_measured,0.0458780710108429,battery_voltage_measured,0.04438761597714199,battery_innovation_v,0.03550991534606937
174,solar_array_degradation,solar_array_degradation,0.8768527929282733,0.8768527929282733,5,battery_temp_measured,0.10916179545942024,battery_soc_measured,0.05250159502191381,battery_current_measured,0.05194560113358851,ml_thermal_ratio,0.04429454421965092,battery_voltage_measured,0.04133685649090486
175,solar_array_degradation,solar_array_degradation,0.8193153253549794,0.8193153253549794,5,battery_temp_measured,0.08860428746897629,battery_soc_measured,0.06148295465251804,battery_current_measured,0.049624804094026066,battery_voltage_measured,0.04578258975294267,solar_power_w,0.0356784238420228
176,solar_array_degradation,solar_array_degradation,0.7395107827710675,0.7395107827710675,5,battery_soc_measured,0.0524623560901917,battery_current_measured,0.04710993810764232,battery_voltage_measured,0.04333530505883136,battery_temp_measured,0.03526822117316267,battery_innovation_v,0.03250388219444086
177,solar_array_degradation,solar_array_degradation,0.7262705259285851,0.7262705259285851,5,battery_temp_measured,0.10284882069537563,battery_current_measured,0.04665960577160942,battery_soc_measured,0.04313072017547962,ml_thermal_ratio,0.03409469336501434,battery_voltage_measured,0.03374966938951165
179,solar_array_degradation,solar_array_degradation,0.7591342288609999,0.7591342288609999,5,battery_temp_measured,0.11970084248820229,battery_current_measured,0.04905011195969134,ml_thermal_ratio,0.036817712232697176,battery_soc_measured,0.03483800893734013,battery_voltage_measured,0.03417428863302849
180,solar_array_degradation,solar_array_degradation,0.8595711877719193,0.8595711877719193,5,solar_relative_residual,0.15697021874213346,rule_pred_solar_array_degradation,0.08241002665287567,rule_confidence,0.03772472059145661,rule_pred_battery_voltage_sensor_drift,0.037679283487643114,battery_current_measured,0.034556366442783856
181,battery_degradation,battery_degradation,0.795508695827328,0.795508695827328,5,battery_temp_measured,0.08994893713037712,rule_pred_battery_voltage_sensor_drift,0.041886116703100156,wheel_temp_measured,0.040526618586469616,battery_innovation_v,0.03269892232938524,ml_battery_ratio,0.032106667565105954
183,battery_degradation,battery_degradation,0.7278711705197631,0.7278711705197631,5,battery_temp_measured,0.08734467802296471,battery_innovation_v,0.047928848346437354,wheel_temp_measured,0.04385382906919135,rule_pred_battery_voltage_sensor_drift,0.04056530017815852,battery_current_measured,0.03788364439967462
186,battery_degradation,battery_degradation,0.7492267294296858,0.7492267294296858,5,battery_temp_measured,0.08517469238145271,battery_innovation_v,0.05431496695852391,wheel_temp_measured,0.042661298897760866,rule_pred_battery_voltage_sensor_drift,0.04086548638560847,battery_current_measured,0.0342615566122288
192,battery_degradation,battery_degradation,0.7517011736745279,0.7517011736745279,5,battery_temp_measured,0.08596834207465288,battery_innovation_v,0.059208782390161356,wheel_temp_measured,0.0442411500925952,rule_pred_battery_voltage_sensor_drift,0.04277535354036797,electronics_temp_measured,0.032212009574176505
229,battery_degradation,battery_degradation,0.7468411785469222,0.7468411785469222,5,physics_confidence,0.09316150637612293,physics_pred_battery_degradation,0.059001795782655984,physics_pred_reaction_wheel_degradation,0.04707416845413638,battery_innovation_v,0.039502700349278795,rule_pred_battery_voltage_sensor_drift,0.03680742391861948
230,battery_degradation,battery_degradation,0.9237824859938003,0.9237824859938003,5,physics_confidence,0.1126869107857591,physics_pred_battery_degradation,0.06994053982655792,battery_temp_measured,0.06887175460362971,battery_innovation_v,0.05717190590707635,physics_pred_reaction_wheel_degradation,0.05212189643959026
231,battery_degradation,battery_degradation,0.8106010064686897,0.8106010064686897,5,physics_confidence,0.09599022246232407,battery_innovation_v,0.06160081082033989,physics_pred_battery_degradation,0.060358648679460676,physics_pred_reaction_wheel_degradation,0.04801532339006586,rule_pred_battery_voltage_sensor_drift,0.03661505894325302
232,battery_degradation,battery_degradation,0.7125406289708323,0.7125406289708323,5,physics_confidence,0.11154673995932457,physics_pred_battery_degradation,0.07100353073276774,physics_pred_reaction_wheel_degradation,0.056794948295176076,physics_detected,0.03814384856397931,rule_pred_battery_voltage_sensor_drift,0.03364958914069461
236,battery_degradation,battery_degradation,0.7519383246442655,0.7519383246442655,5,battery_innovation_v,0.07720238017712558,battery_temp_measured,0.06521448733499412,ml_battery_ratio,0.05282083028524338,rule_pred_battery_voltage_sensor_drift,0.03816479004904806,physics_pred_reaction_wheel_degradation,0.028268319862618435
240,battery_degradation,battery_degradation,0.7751097170122541,0.7751097170122541,5,battery_innovation_v,0.07896144806165656,battery_soc_measured,0.04145376765768242,rule_pred_battery_voltage_sensor_drift,0.0384579713698026,battery_voltage_measured,0.03844053922722317,ml_battery_ratio,0.03772131827979263
241,battery_degradation,battery_degradation,0.8156299980530725,0.8156299980530725,5,battery_innovation_v,0.07645270212339327,ml_battery_ratio,0.052837194762537,battery_temp_measured,0.04094345077607336,battery_soc_measured,0.038969229256319717,battery_voltage_measured,0.038691534242674054
243,battery_degradation,battery_degradation,0.7841828684638527,0.7841828684638527,5,battery_innovation_v,0.07616810586205837,ml_battery_ratio,0.05706968403493562,battery_soc_measured,0.04392682566148824,battery_voltage_measured,0.04269243684916659,rule_pred_battery_voltage_sensor_drift,0.03869925265352012
244,battery_degradation,battery_degradation,0.7698539212583889,0.7698539212583889,5,ml_battery_ratio,0.05506698905467134,battery_soc_measured,0.0454240102447123,battery_innovation_v,0.04324466942634592,battery_temp_measured,0.03968570055117283,battery_voltage_measured,0.039224392001970705
245,battery_degradation,battery_degradation,0.709110878016996,0.709110878016996,5,battery_innovation_v,0.08176474087788359,ml_battery_ratio,0.04948416069669058,battery_soc_measured,0.04727037510961453,battery_voltage_measured,0.04051428994059677,rule_pred_battery_voltage_sensor_drift,0.035966703206367634
247,battery_degradation,battery_degradation,0.7197000836984784,0.7197000836984784,5,ml_battery_ratio,0.05553371574828106,battery_temp_measured,0.04676464873661639,battery_soc_measured,0.041867273079707105,rule_pred_battery_voltage_sensor_drift,0.036214797633706004,battery_voltage_measured,0.035877603286109894
250,battery_degradation,battery_degradation,0.7191507859377219,0.7191507859377219,5,battery_innovation_v,0.08458569581113631,ml_battery_ratio,0.05040682372474302,battery_temp_measured,0.04286538641830111,rule_pred_battery_voltage_sensor_drift,0.03581388013329582,battery_soc_measured,0.03055431462474462
251,battery_degradation,battery_degradation,0.7203550903807702,0.7203550903807702,5,battery_temp_measured,0.10797438353656895,battery_innovation_v,0.0957333744976527,ml_battery_ratio,0.045717033577174396,rule_pred_battery_voltage_sensor_drift,0.03826019012061647,battery_voltage_measured,0.02995275609995129
252,battery_degradation,battery_degradation,0.7831893776075026,0.7831893776075026,5,rule_pred_battery_voltage_sensor_drift,0.0619983635925686,battery_soc_measured,0.0613328314985578,battery_voltage_measured,0.05574932846539402,ml_battery_ratio,0.04603276637522228,rule_confidence,0.038883826652175595
253,thermal_anomaly,thermal_anomaly,1.0,1.0,5,electronics_temp_residual_c,0.18342083701712644,battery_temp_residual_c,0.15002883432093628,physics_pred_thermal_anomaly,0.1266792794343099,electronics_temp_measured,0.1070359935288781,battery_temp_measured,0.09346495280256137
254,thermal_anomaly,thermal_anomaly,0.996662930843582,0.996662930843582,5,electronics_temp_residual_c,0.18326103922367887,battery_temp_residual_c,0.1503494376445057,physics_pred_thermal_anomaly,0.12766879711373427,electronics_temp_measured,0.10534957749416907,battery_temp_measured,0.09467310623372381
255,thermal_anomaly,thermal_anomaly,1.0,1.0,5,electronics_temp_residual_c,0.18245076533387508,battery_temp_residual_c,0.15063084583634476,physics_pred_thermal_anomaly,0.12682597422788686,electronics_temp_measured,0.10716155175591204,battery_temp_measured,0.09357698382916897
256,thermal_anomaly,thermal_anomaly,0.9951090289120704,0.9951090289120704,5,electronics_temp_residual_c,0.18144079614960815,battery_temp_residual_c,0.15067831459624273,physics_pred_thermal_anomaly,0.12893896048514333,electronics_temp_measured,0.10854582419533915,battery_temp_measured,0.09574343535412438
257,thermal_anomaly,thermal_anomaly,1.0,1.0,5,electronics_temp_residual_c,0.18230962179071286,battery_temp_residual_c,0.15058821913469697,physics_pred_thermal_anomaly,0.1266748995092091,electronics_temp_measured,0.1065472230928157,battery_temp_measured,0.09475267461996774
258,thermal_anomaly,thermal_anomaly,0.9990252100840336,0.9990252100840336,5,electronics_temp_residual_c,0.18369704196279568,battery_temp_residual_c,0.15173047727184916,physics_pred_thermal_anomaly,0.1264573368122034,electronics_temp_measured,0.10571621851073723,battery_temp_measured,0.09329143345734285
259,thermal_anomaly,thermal_anomaly,0.9907618617239828,0.9907618617239828,5,electronics_temp_residual_c,0.18156239427132884,battery_temp_residual_c,0.1488819969821177,physics_pred_thermal_anomaly,0.12827508690604755,electronics_temp_measured,0.10749423744677065,battery_temp_measured,0.09270265612129447
260,thermal_anomaly,thermal_anomaly,1.0,1.0,5,electronics_temp_residual_c,0.18279824168199665,battery_temp_residual_c,0.15168266617551696,physics_pred_thermal_anomaly,0.12661997357560348,electronics_temp_measured,0.10664091231426195,battery_temp_measured,0.09311665491667298
261,thermal_anomaly,thermal_anomaly,0.997094674556213,0.997094674556213,5,electronics_temp_residual_c,0.18222507006050276,battery_temp_residual_c,0.1503752056339869,physics_pred_thermal_anomaly,0.12715282049972482,electronics_temp_measured,0.10514607856327582,battery_temp_measured,0.09160173805818236
262,thermal_anomaly,thermal_anomaly,0.9996867469879518,0.9996867469879518,5,electronics_temp_residual_c,0.18270035029335405,battery_temp_residual_c,0.1500810539792902,physics_pred_thermal_anomaly,0.12672093832182763,electronics_temp_measured,0.105167568040899,battery_temp_measured,0.09091850560757082
263,thermal_anomaly,thermal_anomaly,1.0,1.0,5,electronics_temp_residual_c,0.1832205076315837,battery_temp_residual_c,0.15122064322378612,physics_pred_thermal_anomaly,0.12658336307480356,electronics_temp_measured,0.10557449906184282,battery_temp_measured,0.09143059929092186
264,thermal_anomaly,thermal_anomaly,0.998,0.998,5,electronics_temp_residual_c,0.1827951453052049,battery_temp_residual_c,0.14923032787806004,physics_pred_thermal_anomaly,0.12655321068280836,electronics_temp_measured,0.10530304892849064,battery_temp_measured,0.0920356263093091
