source_dataset,time_h,target_label,in_sunlight,solar_power_w,load_power_w,battery_soc_measured,battery_voltage_measured,battery_current_measured,battery_temp_measured,electronics_temp_measured,wheel_target_speed_rpm,wheel_speed_measured,wheel_current_measured,wheel_temp_measured,battery_soc_rate,battery_voltage_rate,battery_temp_rate,electronics_temp_rate,wheel_speed_rate,wheel_current_rate,wheel_temp_rate,wheel_tracking_error_rpm,solar_relative_residual,battery_innovation_v,battery_temp_residual_c,electronics_temp_residual_c,wheel_current_residual_a,wheel_temp_residual_c,rule_detected,rule_confidence,rule_pred_solar_array_degradation,rule_pred_battery_degradation,rule_pred_thermal_anomaly,rule_pred_reaction_wheel_degradation,rule_pred_battery_voltage_sensor_drift,rule_pred_telemetry_dropout,physics_detected,physics_confidence,physics_pred_solar_array_degradation,physics_pred_battery_degradation,physics_pred_thermal_anomaly,physics_pred_reaction_wheel_degradation,physics_pred_battery_voltage_sensor_drift,physics_pred_telemetry_dropout,ml_power_ratio,ml_battery_ratio,ml_thermal_ratio,ml_wheel_ratio,ml_max_ratio,ml_persistent_anomaly,missing_battery_soc_measured,missing_battery_voltage_measured,missing_battery_current_measured,missing_battery_temp_measured,missing_electronics_temp_measured,missing_wheel_speed_measured,missing_wheel_current_measured,missing_wheel_temp_measured,missing_count
nominal,0.1666666666666666,nominal,1.0,611.5701769743577,367.3205080756888,94.05669115300276,29.738755665987654,-8.218588165389008,22.186956001183347,24.138236221089848,3433.0127018922194,3457.235437790576,0.151596232994203,24.785083823543115,0.010645204565104411,-0.00033723216309719344,-0.0014525837395394704,-0.0009001065356765517,-0.33576182576473457,-0.00031744585766358693,0.00011523962871020643,24.222735898356405,0.0,-0.02237553764900113,-0.037944071607959984,-0.11958396455890252,-0.002347011701013646,0.000999529498216134,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8314620703700285,0.7987168000376337,0.9960002507226272,1.0170976441307695,1.0170976441307695,1,0,0,0,0,0,0,0,0,0
nominal,0.1833333333333333,nominal,1.0,612.503850668262,364.8628965095479,94.42999876191335,29.786749912486187,-8.297574803175909,22.23571217299961,24.2379140826101,3371.572412738697,3412.787903008141,0.150710386854224,24.649602300415868,0.006221793481843226,0.0007999041083088798,0.0008126028636043614,0.0016612976920042043,-0.7407922463739169,-1.4764102332983272e-05,-0.002258025385454114,41.21549026944376,0.0,0.01403444993165337,-0.00953176538542877,-0.042329831204416024,-0.008436672169790244,-0.11576899779384675,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.777825914943391,0.7729191488349084,0.974879483177357,0.9990559271111402,0.9990559271111402,0,0,0,0,0,0,0,0,0,0
nominal,0.2,nominal,1.0,613.376606858593,361.7557050458495,94.4437453734541,29.758414007008955,-8.434968717255254,22.175899762541672,24.26436127760465,3293.8926261462366,3360.035701593385,0.1693861044387887,24.805778777167117,0.0002291101923458901,-0.00047226509128718656,-0.0009968735076322825,0.00044078658324249177,-0.8792033569125958,0.0003112619597427452,0.002602941279187476,66.14307544714848,0.0,-0.031152799309385415,-0.09017903148267692,-0.03781625540393563,-0.0017813198553071896,0.059001245477372066,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.7988703076063456,0.787986938239069,0.9700819627563068,1.0032728114516227,1.0032728114516227,0,0,0,0,0,0,0,0,0,0
nominal,0.2166666666666666,nominal,1.0,614.184193564921,358.134732861516,94.9025877431126,29.797409324428557,-8.619734518694537,22.25396148759555,24.40760439977641,3203.3683215379,3269.817338705216,0.1837564490440228,24.747300814632045,0.007647372827641637,0.0006499219569933601,0.0013010287508979702,0.002387385369529345,-1.5036393814694824,0.0002395057434205682,-0.0009746327089178664,66.44901716731601,0.0,-0.0032912951982098093,-0.033667453177393725,0.08403081374574128,0.0021721182177291964,0.01901884818658317,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.7844199812217632,0.7642881071708308,0.96290983605288,0.9666397785649036,0.9666397785649036,0,0,0,0,0,0,0,0,0,0
nominal,0.2333333333333333,nominal,1.0,614.9226763059908,354.1582338163552,95.3585236131086,29.77571240853826,-8.742717539700099,22.256914455811074,24.36766844185953,3103.95584540888,3191.3141538426457,0.197947317952732,24.690717056864464,0.007598931166599954,-0.00036161526483825904,4.921613692540442e-05,-0.0006655992986146942,-1.308386414376173,0.00023651448181181978,-0.0009430626294596678,87.35830843376561,0.0,-0.04005135234879731,-0.052704740644959,0.023267621135470762,0.008008894456604548,-0.019148450197842948,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.803520568311028,0.7787930110712576,0.9543456319685125,0.9586433435724897,0.9586433435724897,0,0,0,0,0,0,0,0,0,0
nominal,0.25,nominal,1.0,615.5884572681198,350.0,95.66787502427732,29.84028124996076,-8.89533812281008,22.468388502033516,24.448156738749724,3000.0,3097.3868018532617,0.2031790596610598,24.59641071193512,0.005155856852811998,0.0010761473570416531,0.0035245674370406968,0.0013414716148365832,-1.5654558664897347,8.719569513879708e-05,-0.0015717724154890552,97.38680185326166,0.0,0.013913553143186874,0.1361931433377883,0.08351112459145682,0.007316514456097822,-0.09510104434582445,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8285566580438772,0.79920758423451,0.9709150707356416,0.9574677334809242,0.9709150707356416,0,0,0,0,0,0,0,0,0,0
nominal,0.2666666666666666,nominal,1.0,616.178292833385,345.84176618364484,96.14691071424244,29.82319716258953,-9.06789264573016,22.21801023890923,24.447827720544808,2896.0441545911203,2994.712187088824,0.1917427303537278,24.59196133907268,0.007983928166085263,-0.00028473478952051323,-0.004172971052071439,-5.483636748593312e-06,-1.711243579407293,-0.0001906054884555336,-7.415621437404004e-05,98.66803249770373,0.0,-0.021056347677333775,-0.13745239484352112,0.06351509468144201,-0.007354031472513373,-0.08124632649660413,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8226332482209088,0.7864995383899583,0.9965168069218814,0.9738842205724807,0.9965168069218814,0,0,0,0,0,0,0,0,0,0
nominal,0.2833333333333333,nominal,1.0,616.6893093822022,341.865267138484,96.74652813885938,29.892496811811608,-9.141584462343326,22.670842320948587,24.44486559489791,2796.6316784621,2891.27979891805,0.1888389803800704,24.67636096564066,0.009993623743615624,0.001154994153701298,0.007547201367322624,-4.9368760781653975e-05,-1.7238731361795696,-4.83958328942898e-05,0.001406660442799712,94.64812045595,0.0,0.034665355364495554,0.29189417860311195,0.04144094332760062,-0.010660231403656573,0.021416916987508472,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8330678091767831,0.8620797264512876,1.0282929008848305,0.9645246094871036,1.0282929008848305,0,0,0,0,0,0,0,0,0,0
nominal,0.3,nominal,1.0,617.1190172933127,338.2442949541505,96.93622929664532,29.871491982822903,-9.350285127677465,22.38965618856394,24.528619706931924,2706.1073738537634,2801.952674523213,0.1962588765027171,24.55386363874842,0.0031616859630991217,-0.00035008048314508027,-0.004686435539744119,0.0013959018672335807,-1.4887854065806172,0.00012366493537744466,-0.0020416221148706745,95.84530066944944,0.0,-0.007366095881344847,-0.013665686785827802,0.10659802307876376,-0.0007931741851934515,-0.08285230022606527,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8234926173881054,0.8030910776665255,1.0057766816581093,0.9481555824205099,1.0057766816581093,0,0,0,0,0,0,0,0,0,0
nominal,0.3166666666666666,nominal,1.0,617.465323072968,335.1371034904521,97.18401220590717,29.88616871452172,-9.44378949218563,22.605213773676525,24.45318667287867,2628.427587261303,2719.7112070287603,0.189365625531166,24.52372727466959,0.004129715154364059,0.00024461219498027965,0.0035926264185430767,-0.0012572172342209123,-1.3706911249075422,-0.00011488751619251798,-0.0005022727346471949,91.28361976745737,0.0,-0.00855792001004474,0.1771957869194658,0.013027452147287732,-0.0024964779926958114,-0.09479550131336367,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8474861215598438,0.8041225992312679,0.9851670193731575,0.9390123002095935,0.9851670193731575,0,0,0,0,0,0,0,0,0,0
nominal,0.3333333333333333,nominal,1.0,617.7265395542198,332.6794919243112,97.75010259661272,29.895968256026293,-9.463843861939372,22.371252130582448,24.541754816531597,2566.9872981077806,2636.3777679002774,0.1888139971023517,24.6311644873054,0.00943483984509257,0.00016332569174289566,-0.0038993607182346087,0.0014761357275488033,-1.3888906521413824,-9.193807146905263e-06,0.001790620210596868,69.39046979249679,0.0,-0.014520854451518517,-0.08141490575891197,0.08384892037363656,0.004657865064371131,0.030796077288471224,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8635794950714767,0.8343953671365358,1.0023052868601086,0.9823173258406083,1.0023052868601086,0,0,0,0,0,0,0,0,0,0
nominal,0.35,nominal,1.0,617.9013941166289,330.9788696740969,98.33876641185276,29.933580883871315,-9.604557791189924,22.52310982838496,24.42984218792203,2524.4717418524237,2576.554044002732,0.1678812043655551,24.59606795479364,0.00981106358733399,0.0006268771307503584,0.0025309616300418724,-0.0018652104768261068,-0.997062064959088,-0.00034887987894661,-0.0005849422085293672,52.08230215030835,0.0,0.007804528697484159,0.045226119497833395,-0.045498348034076486,-0.006389687871598104,0.013807033417769787,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.882867763450527,0.8750604671406482,0.9990679400032824,0.985333448298138,0.9990679400032824,0,0,0,0,0,0,0,0,0,0
nominal,0.3666666666666666,nominal,1.0,617.9890348863438,330.1095620926345,99.11430431527616,29.956739190966967,-9.614939185650064,22.53218184019928,24.6231489420484,2502.739052315864,2543.807475075535,0.1605837644189512,24.65271535285228,0.012925631723723303,0.00038597178492754124,0.00015120019690530265,0.00322177923543947,-0.5457761487866188,-0.00012162399911006491,0.0009441233009773361,41.06842275967119,0.0,0.012838579011130946,0.029179552087139626,0.13060017417067726,-0.002054636154168732,0.0885030968047964,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.935814844586883,0.9154527108389408,0.9835828392331486,0.9437998112020443,0.9835828392331486,0,0,0,0,0,0,0,0,0,0
nominal,0.3833333333333333,nominal,1.0,617.9890348863438,330.1095620926345,99.31262942429608,30.015147805224032,-9.600387419056627,22.40607019867181,24.3728034140194,2502.739052315864,2530.9794471034456,0.1588512838345296,24.531877409196703,0.0033054184836653158,0.0009734769042844131,-0.002101860692124487,-0.0041724254671499615,-0.21380046620148885,-2.8874676407026715e-05,-0.002013965727592944,28.240394787581863,0.0,0.052486016076752406,-0.12182539267058345,-0.13681591992456177,0.008618328603916398,-0.014361537062608676,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8998605081609918,0.8854120806532425,1.0646136022627672,0.9610299126476051,1.0646136022627672,0,0,0,0,0,0,0,0,0,0
nominal,0.4,nominal,1.0,617.9013941166289,330.9788696740969,99.57720871470175,30.029997175924425,-9.601711749169716,22.46362161720317,24.590972945708724,2524.4717418524237,2521.6252490330585,0.1637550298187549,24.51535536076825,0.004409654840094627,0.00024748951167321567,0.0009591903088560135,0.0036361588614887215,-0.15590330117311926,8.172909973708833e-05,-0.0002753674738075418,-2.8464928193652668,0.0,0.04360177972884571,-0.08902469886160702,0.06433267946890453,-2.5609333600434825e-05,-0.013075431881961919,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8727428457403505,0.8719091037262598,0.9952825701479256,0.948193734030149,0.9952825701479256,0,0,0,0,0,0,0,0,0,0
nominal,0.4166666666666667,nominal,1.0,617.7265395542198,332.6794919243112,100.0,30.04222445583941,-9.498850707123236,22.641577578989637,24.33867788319923,2566.9872981077806,2545.049194367918,0.1731964030395364,24.41330238372237,0.007046521421637427,0.00020378799858307892,0.0029659326964411054,-0.004204917708491547,0.39039908891432634,0.00015735622034635844,-0.0017008829507646557,-21.938103739862527,0.0,0.042224455839409814,0.06485296355292292,-0.20501721010310092,-0.004216151351464359,-0.09750504483389477,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8516378473560092,0.8851095244141549,1.0573168128694748,0.9722960881103143,1.0573168128694748,0,0,0,0,0,0,0,0,0,0
nominal,0.4333333333333333,nominal,1.0,617.465323072968,335.1371034904521,99.82436952661423,29.989976296778977,-9.38346357647985,22.46803220674858,24.563922392164404,2628.4275872613025,2584.439339652768,0.1888945563632622,24.573606800678952,-0.002927174556429435,-0.000870802651007215,-0.002892422870684304,0.003754075149419537,0.6565024214141658,0.00026163588872876313,0.0026717402826096875,-43.98824760853449,0.0,-0.010023703221023084,-0.1320452313131497,0.0030631492594430654,-0.0016383654718098162,0.08022062602436719,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.9162531232469704,0.8702056243070171,1.0039616990754499,0.974212779636432,1.0039616990754499,0,0,0,0,0,0,0,0,0,0
nominal,0.45,nominal,1.0,617.1190172933127,338.2442949541505,100.0,30.040121943223284,-9.30045924834957,22.553849813894622,24.555810916769087,2706.107373853763,2647.696264292955,0.2034511857598419,24.38943017348236,0.002927174556429435,0.0008357607740717772,0.001430293452434069,-0.0001351912565886219,1.0542820773364534,0.000242610489942995,-0.003069610453276539,-58.411109560807745,0.0,0.04012194322328355,-0.06902677080012509,-0.02238588168804867,0.0008828667922685107,-0.08675104577866932,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8309195622622043,0.8633681943235714,0.9358597206600185,0.9506024348347165,0.9506024348347165,0,0,0,0,0,0,0,0,0,0
nominal,0.4666666666666667,nominal,1.0,616.6893093822022,341.865267138484,100.0,30.006846849904168,-9.085277186997924,22.83309994705658,24.510433415727444,2796.6316784621,2720.120812591604,0.2056755314217964,24.41194636553672,0.0,-0.0005545848886519285,0.00465416888603265,-0.0007562916840273697,1.207075804977482,3.707242769924179e-05,0.0003752698675726881,-76.51086587049576,0.0,0.00684684990416784,0.18861601878611367,-0.08532433505588344,-0.007317210009185088,-0.04725656111707721,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.856400194632828,0.8009317903104266,0.9751858686556681,0.9055978845830543,0.9751858686556681,0,0,0,0,0,0,0,0,0,0
nominal,0.4833333333333333,nominal,1.0,616.178292833385,345.8417661836448,100.0,30.03617560862665,-9.033090070123649,22.601115560158966,24.39884696242156,2896.04415459112,2807.9876123925096,0.2160385200071223,24.40010215451357,0.0,0.0004888126453746959,-0.003866406448293584,-0.0018597742217647687,1.4644466633484248,0.00017271647642209815,-0.00019740351705254492,-88.05654219861026,0.0,0.03617560862664959,-0.06459392219920446,-0.21472890297386726,-0.005312072059297873,-0.0423551541892877,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.863172038403755,0.8111930313527921,0.9941702867424069,0.9092635958636779,0.9941702867424069,0,0,0,0,0,0,0,0,0,0
nominal,0.5,nominal,1.0,615.5884572681198,350.0,99.82462784436647,29.997172123372422,-8.905680427344691,22.54005975133026,24.844591969675093,3000.0,2897.9633580912464,0.2217926648657845,24.572898770929463,-0.0029228692605587506,-0.0006500580875704524,-0.0010175968138117497,0.007429083454225586,1.4995957616456128,9.590241431103689e-05,0.0028799436069315712,-102.03664190875361,0.0,-0.0028278766275775524,-0.14613844583348978,0.21292471120283096,-0.005483927892273283,0.14695308226570347,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.9185907793837204,0.8039200151114998,0.985018452412878,0.9667104467819749,0.985018452412878,0,0,0,0,0,0,0,0,0,0
nominal,0.5166666666666667,nominal,1.0,614.9226763059908,354.1582338163552,100.0,29.96485300113524,-8.703195551691493,22.74028016218729,24.82289950822668,3103.955845408879,2999.243872811107,0.2292853596410273,24.471851583399417,0.0029228692605587506,-0.0005386520372863876,0.0033370068476171375,-0.0003615410241402254,1.6880085786643424,0.0001248782462540468,-0.001684119792167434,-104.71197259777227,0.0,-0.0351469988647608,0.034666990790260144,0.17286976444055924,-0.001226389229710606,0.06218700608494032,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8193763370695598,0.7508544159771974,0.9087005278570732,0.9445950700812432,0.9445950700812432,0,0,0,0,0,0,0,0,0,0
nominal,0.5333333333333333,nominal,1.0,614.184193564921,358.134732861516,100.0,29.988715317863097,-8.538996712382314,22.58715719011783,24.64482560472452,3203.3683215379,3102.441302420529,0.2320755180220553,24.34917959359762,0.0,0.00039770527879762576,-0.002552049534491019,-0.0029678983917026613,1.719957160157037,4.6502639683800026e-05,-0.0020445331633633045,-100.92701911737095,0.0,-0.011284682136903257,-0.13699949287857294,-0.023817374397463453,0.001160849448131246,-0.044426177505521025,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8050179668585656,0.7293353786896332,0.9683021313908777,0.9203208631618102,0.9683021313908777,0,0,0,0,0,0,0,0,0,0
nominal,0.55,nominal,1.0,613.376606858593,361.7557050458495,100.0,30.030381474534597,-8.382700513928064,22.77756729508874,24.69278494055138,3293.8926261462366,3198.833354973862,0.2248599521832438,24.40307621123923,0.0,0.0006944359445249996,0.003173501749515199,0.0007993222637810031,1.6065342092222106,-0.00012025943064685833,0.000898276960693541,-95.05927117237479,0.0,0.03038147453459672,0.035683640748661816,0.005315534757787788,-0.0036077901677142588,0.02531954093386446,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8052053065093158,0.7870670848293316,0.909011055276367,0.8996949725153465,0.909011055276367,0,0,0,0,0,0,0,0,0,0
nominal,0.5666666666666667,nominal,1.0,612.503850668262,364.8628965095479,99.9805426803173,30.06279504926792,-8.207497824882878,22.79802597207576,24.630150219228724,3371.572412738697,3279.640615513634,0.2292336273887791,24.383120741223824,-0.0003242886613783469,0.0005402262455553715,0.0003409779497836496,-0.0010439120220442652,1.3467876756628736,7.289458675892127e-05,-0.0003325911669234571,-91.93179722506284,0.0,0.06279504926791901,0.03929681418293285,-0.07630572096947574,0.005955714765444292,0.021019938011772155,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8222237579032273,0.8243601963091712,0.8817442136341478,0.9208158258251087,0.9208158258251087,0,0,0,0,0,0,0,0,0,0
nominal,0.5833333333333334,nominal,1.0,611.5701769743577,367.3205080756888,100.0,29.94766242039077,-8.113832475508884,22.8213364511131,24.614493275042737,3433.0127018922194,3356.750063345636,0.2168905858774484,24.3508158748825,0.0003242886613783469,-0.0019188771479524765,0.0003885079839556956,-0.0002609490697664659,1.285157463866699,-0.00020571735852217832,-0.000538414439022065,-76.26263854658328,0.0,-0.05233757960922958,0.04627052751679983,-0.11104306844144674,0.0013185860217825585,0.004197343868501235,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8169250290420449,0.8985954942320037,0.8918328719626254,0.9382739054119762,0.9382739054119762,0,0,0,0,0,0,0,0,0,0
nominal,0.6,nominal,1.0,610.5801345412646,369.0211303259031,99.94156576283928,29.99689535195802,-8.059526128524924,22.80711774718853,24.891783363068217,3475.5282581475767,3404.484680560575,0.2045025380913963,24.345408891931097,-0.0009739039526787489,0.0008205488594541659,-0.00023697839874283014,0.004621501467091349,0.7955769535823113,-0.00020646746310086828,-9.011638252337898e-05,-71.04357758700189,0.0,-0.0031046480419796296,0.016047296089439556,0.14714919729931708,-0.0011842513225484297,0.01412099370979547,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.8337318641067609,0.7976995865228486,0.9443461828826633,0.9276062042729514,0.9443461828826633,0,0,0,0,0,0,0,0,0,0
