source_dataset,time_h,true_label,predicted_label,confidence,correct,prob_battery_degradation,prob_battery_voltage_sensor_drift,prob_nominal,prob_reaction_wheel_degradation,prob_solar_array_degradation,prob_telemetry_dropout,prob_thermal_anomaly,time_key,phase6_label,phase6_confidence,phase6_correct,phase7_correct,confidence_bin
solar_array_degradation,5.733333333333333,solar_array_degradation,solar_array_degradation,0.7473600722888523,True,0.1851602246778942,0.0045947388134291,0.0529962473259545,0.0078887168938694,0.7473600722888523,0.0,0.002,5.733333,nominal,0.8,False,True,0.70-0.80
solar_array_degradation,5.75,solar_array_degradation,solar_array_degradation,0.7665021781008379,True,0.1840082301910029,0.0016077015643802,0.0421849462036702,0.0049690950085632,0.7665021781008379,0.0,0.0007278489315456,5.75,nominal,0.8,False,True,0.70-0.80
solar_array_degradation,5.766666666666667,solar_array_degradation,solar_array_degradation,0.6740906121813433,True,0.1308894100231563,0.0043727701963761,0.0627227876325543,0.1273039231255302,0.6740906121813433,0.0,0.00062049684104,5.766667,nominal,0.8,False,True,0.60-0.70
solar_array_degradation,5.783333333333333,solar_array_degradation,solar_array_degradation,0.7689696972249442,True,0.0693032569908336,0.0,0.0265930903161355,0.0023697320989159,0.7689696972249442,0.0,0.1327642233691706,5.783333,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.8,solar_array_degradation,solar_array_degradation,0.9093116742648802,True,0.0717234688003146,0.0,0.0174209318326506,0.0015278057928752,0.9093116742648802,0.0,1.61193092792368e-05,5.8,nominal,1.0,False,True,0.90-1.00
solar_array_degradation,5.816666666666666,solar_array_degradation,solar_array_degradation,0.8626307891976464,True,0.1075801892086624,0.0,0.0287570833231345,3.056822381451123e-05,0.8626307891976464,0.0,0.0010013700467423,5.816667,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.833333333333333,solar_array_degradation,solar_array_degradation,0.893578482328684,True,0.0701954584691023,0.0014118394004903,0.0332702946995688,0.0015278057928752,0.893578482328684,0.0,1.61193092792368e-05,5.833333,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.85,solar_array_degradation,solar_array_degradation,0.8239365995720457,True,0.1365634370965713,0.0,0.0379668368765965,0.0004863322988815,0.8239365995720457,0.0,0.001046794155905,5.85,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.866666666666666,solar_array_degradation,solar_array_degradation,0.7658795020493919,True,0.1806953995690786,0.0004285625582117,0.0475366670586208,0.0042531612201238,0.7658795020493919,0.0,0.0012067075445733,5.866667,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.883333333333334,solar_array_degradation,solar_array_degradation,0.6225506447379987,True,0.2252526350940977,0.0052710764292556,0.1243094485624718,0.018968791577581,0.6225506447379987,0.0,0.0036474035985954,5.883333,nominal,1.0,False,True,0.60-0.70
solar_array_degradation,5.9,solar_array_degradation,solar_array_degradation,0.8768527929282733,True,0.0811842892367564,0.0021816103361465,0.0349699006261916,0.0047952875633527,0.8768527929282733,0.0,1.61193092792368e-05,5.9,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.916666666666667,solar_array_degradation,solar_array_degradation,0.8193153253549794,True,0.1294329337337021,0.002,0.0463974107452827,0.0016476226214621,0.8193153253549794,0.0,0.0012067075445733,5.916667,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.933333333333334,solar_array_degradation,solar_array_degradation,0.7395107827710675,True,0.1510284826885969,0.0037483100240386,0.0916144642451299,0.0060414413345844,0.7395107827710675,0.0,0.0080565189365823,5.933333,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.95,solar_array_degradation,solar_array_degradation,0.7262705259285851,True,0.0798577504272101,0.002245400201392,0.0751576842799735,0.1130090584390933,0.7262705259285851,0.0,0.0034595807237457,5.95,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.966666666666667,solar_array_degradation,solar_array_degradation,0.6285564417587244,True,0.2484594317232233,0.0030147492625368,0.1096000515812675,0.008631847122964,0.6285564417587244,0.0,0.0017374785512841,5.966667,nominal,1.0,False,True,0.60-0.70
solar_array_degradation,5.983333333333333,solar_array_degradation,solar_array_degradation,0.7591342288609999,True,0.164317788758858,0.0011158966277164,0.070463540658485,0.0023900156580722,0.7591342288609999,0.0,0.0025785294358682,5.983333,nominal,1.0,False,True,0.70-0.80
battery_degradation,4.816666666666666,battery_degradation,battery_degradation,0.795508695827328,True,0.795508695827328,0.0130007273175315,0.1413639297551932,0.0307036633451233,0.0138551999912699,0.0,0.0055677837635538,4.816667,nominal,1.0,False,True,0.70-0.80
battery_degradation,4.833333333333333,battery_degradation,battery_degradation,0.6513348933328604,True,0.6513348933328604,0.0227837493649499,0.2751409902530417,0.0260682102064976,0.0139409177085451,0.0,0.0107312391341047,4.833333,nominal,1.0,False,True,0.60-0.70
battery_degradation,4.85,battery_degradation,battery_degradation,0.727871170519763,True,0.727871170519763,0.0101763987349601,0.2184847752177815,0.0111676370417837,0.0296340673467823,0.0,0.0026659511389291,4.85,nominal,1.0,False,True,0.70-0.80
battery_degradation,4.866666666666666,battery_degradation,battery_degradation,0.6963682467863688,True,0.6963682467863688,0.021334923964935,0.1508507270644131,0.0120300019384783,0.0256149464126764,0.0,0.093801153833128,4.866667,nominal,1.0,False,True,0.60-0.70
battery_degradation,4.883333333333334,battery_degradation,battery_degradation,0.5071633492867134,True,0.5071633492867134,0.0088870253641341,0.3496548293375296,0.0096898157552046,0.0205075300556033,0.0,0.1040974502008151,4.883333,nominal,1.0,False,True,0.50-0.60
battery_degradation,4.9,battery_degradation,battery_degradation,0.7492267294296857,True,0.7492267294296857,0.0168083906352757,0.2024566791342691,0.0129477854292819,0.0126814369292228,0.0,0.0058789784422643,4.9,nominal,1.0,False,True,0.70-0.80
battery_degradation,4.916666666666667,battery_degradation,thermal_anomaly,0.4840526684280355,False,0.3157819448036673,0.0185463297727356,0.1343294641046903,0.0172564657129546,0.0300331271779165,0.0,0.4840526684280355,4.916667,nominal,1.0,False,False,<0.50
battery_degradation,4.933333333333334,battery_degradation,battery_degradation,0.6325629739148898,True,0.6325629739148898,0.0260232482689391,0.3274418372526938,0.0036353375852128,0.0078164075459279,0.0,0.0025201954323363,4.933333,nominal,1.0,False,True,0.60-0.70
battery_degradation,4.95,battery_degradation,battery_degradation,0.6863993408937964,True,0.6863993408937964,0.0199011789370013,0.260964250094913,0.005224586288416,0.022953721540227,0.0,0.0045569222456459,4.95,nominal,1.0,False,True,0.60-0.70
battery_degradation,4.966666666666667,battery_degradation,battery_degradation,0.4948050867746092,True,0.4948050867746092,0.0296539519241606,0.3018910078445758,0.0101191873234541,0.0030206114813395,0.0,0.1605101546518605,4.966667,nominal,1.0,False,True,<0.50
battery_degradation,4.983333333333333,battery_degradation,battery_degradation,0.6567084693512664,True,0.6567084693512664,0.0289854094992638,0.3083818800216408,0.00278234792182,0.0017974920827395,0.0,0.0013444011232695,4.983333,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.0,battery_degradation,battery_degradation,0.7517011736745278,True,0.7517011736745278,0.0309080509987543,0.1993523625241023,0.0087082928082505,0.0058180373282722,0.0,0.0035120826660923,5.0,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.016666666666667,battery_degradation,battery_degradation,0.3840314469191078,True,0.3840314469191078,0.0422609822567137,0.3650721473459722,0.0290366300846225,0.0137140290960741,0.0,0.1658847642975094,5.016667,nominal,1.0,False,True,<0.50
battery_degradation,5.033333333333333,battery_degradation,battery_degradation,0.5869592134521842,True,0.5869592134521842,0.0193233301229629,0.3305376121492051,0.0288274081761035,0.0287745857921205,0.0,0.0055778503074238,5.033333,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.05,battery_degradation,battery_degradation,0.5813939726802726,True,0.5813939726802726,0.0528521372551116,0.3350041853352197,0.0107887406035025,0.0048060485176557,0.0,0.0151549156082377,5.05,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.066666666666666,battery_degradation,battery_degradation,0.5051487782113889,True,0.5051487782113889,0.0364331001288393,0.4285901767461683,0.0149276189489256,0.0082988474789752,0.0,0.0066014784857024,5.066667,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.083333333333333,battery_degradation,battery_degradation,0.3670647951745002,True,0.3670647951745002,0.0457416062066225,0.2830507980178505,0.0121947615398799,0.0046171282281941,0.0,0.2873309108329525,5.083333,nominal,1.0,False,True,<0.50
battery_degradation,5.1,battery_degradation,battery_degradation,0.5465425710966989,True,0.5465425710966989,0.0479720520569973,0.3752296062858245,0.0054196990467831,0.0037767096133039,0.0,0.0210593619003922,5.1,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.15,battery_degradation,battery_degradation,0.4622326574469347,True,0.4622326574469347,0.0738069965594453,0.3565945792641521,0.0106788128090524,0.0072977307649362,0.0,0.089389223155479,5.15,nominal,1.0,False,True,<0.50
battery_degradation,5.183333333333334,battery_degradation,battery_degradation,0.3779340143793909,True,0.3779340143793909,0.0509972580405053,0.3423026810500413,0.0695666231062267,0.0061434029348061,0.0,0.1530560204890295,5.183333,nominal,1.0,False,True,<0.50
battery_degradation,5.216666666666667,battery_degradation,battery_degradation,0.4840365454656055,True,0.4840365454656055,0.0291366890404236,0.1877149768412131,0.015133210846175,0.0108327479519509,0.0,0.273145829854632,5.216667,nominal,1.0,False,True,<0.50
battery_degradation,5.233333333333333,battery_degradation,battery_degradation,0.4675383281335291,True,0.4675383281335291,0.0693025236305059,0.2973538795394677,0.0119581309041774,0.0028886450319044,0.0,0.1509584927604153,5.233333,nominal,1.0,False,True,<0.50
battery_degradation,5.25,battery_degradation,battery_degradation,0.4904693007765311,True,0.4904693007765311,0.105422380619698,0.2206970908360206,0.0101546020642563,0.0028755525744885,0.0,0.1703810731290051,5.25,nominal,1.0,False,True,<0.50
battery_degradation,5.3,battery_degradation,battery_degradation,0.4053136612127169,True,0.4053136612127169,0.0185100529050401,0.373607467386333,0.014709507190555,0.0049767353190181,0.0,0.1828825759863366,5.3,nominal,1.0,False,True,<0.50
battery_degradation,5.35,battery_degradation,battery_degradation,0.3412701060569563,True,0.3412701060569563,0.0239329427710243,0.2967633853085132,0.0145939751976669,0.0179075356584275,0.0,0.3055320550074117,5.35,nominal,1.0,False,True,<0.50
battery_degradation,5.366666666666666,battery_degradation,battery_degradation,0.398535094065487,True,0.398535094065487,0.0145100529050401,0.3905097560588279,0.0226550120171596,0.008887362279169,0.0,0.1649027226743162,5.366667,nominal,1.0,False,True,<0.50
battery_degradation,5.383333333333334,battery_degradation,thermal_anomaly,0.3251252894683111,False,0.2982064153240861,0.0252728369224846,0.264640793812525,0.077268213540912,0.0094864509316809,0.0,0.3251252894683111,5.383333,nominal,1.0,False,False,<0.50
battery_degradation,5.4,battery_degradation,battery_degradation,0.4283881330666527,True,0.4283881330666527,0.0067899223864641,0.3612339441610332,0.0310198744465599,0.0056568837738242,0.0,0.1669112421654657,5.4,nominal,1.0,False,True,<0.50
battery_degradation,5.416666666666667,battery_degradation,battery_degradation,0.4173210353175436,True,0.4173210353175436,0.0275171811711276,0.2418740154012785,0.0204768174773221,0.0046626664606949,0.0,0.2881482841720331,5.416667,nominal,1.0,False,True,<0.50
battery_degradation,5.433333333333334,battery_degradation,battery_degradation,0.4740112630699731,True,0.4740112630699731,0.0115568577967723,0.2668242649204387,0.0114443987822151,0.0834973597544207,0.0,0.1526658556761798,5.433333,nominal,1.0,False,True,<0.50
battery_degradation,5.45,battery_degradation,battery_degradation,0.430358617082912,True,0.430358617082912,0.0220751828217188,0.2920752421855832,0.0304471859743848,0.0850437201656658,0.0,0.1400000517697353,5.45,nominal,1.0,False,True,<0.50
battery_degradation,5.466666666666667,battery_degradation,battery_degradation,0.4637179302689597,True,0.4637179302689597,0.017803971415351,0.2985310566956656,0.0142597098646504,0.0566517275808582,0.0,0.1490356041745148,5.466667,nominal,1.0,False,True,<0.50
battery_degradation,5.516666666666667,battery_degradation,battery_degradation,0.3876177916829283,True,0.3876177916829283,0.0166199925571894,0.3594559069139936,0.0112346929198939,0.0667884951969503,0.0,0.1582831207290444,5.516667,nominal,1.0,False,True,<0.50
battery_degradation,5.533333333333333,battery_degradation,battery_degradation,0.578407422242834,True,0.578407422242834,0.010728725237184,0.2098724259332681,0.0092317613567183,0.0676571050066819,0.0,0.1241025602233134,5.533333,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.55,battery_degradation,battery_degradation,0.5184391166892186,True,0.5184391166892186,0.017784602770546,0.2810338244228945,0.0164989523556353,0.0658738636568024,0.0,0.1003696401049029,5.55,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.583333333333333,battery_degradation,battery_degradation,0.3924984559638141,True,0.3924984559638141,0.0143715099296946,0.3896331941603088,0.0099405659882396,0.1411005341403147,0.0,0.0524557398176282,5.583333,nominal,1.0,False,True,<0.50
battery_degradation,5.6,battery_degradation,battery_degradation,0.5967983818474945,True,0.5967983818474945,0.0094692202892612,0.2752136497333584,0.0079407290644351,0.0905800052546024,0.0,0.0199980138108482,5.6,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.683333333333334,battery_degradation,battery_degradation,0.4872801426389969,True,0.4872801426389969,0.0048746790295202,0.2177085313495056,0.0052108642797905,0.1120326155915893,0.0,0.1728931671105973,5.683333,nominal,1.0,False,True,<0.50
battery_degradation,5.7,battery_degradation,battery_degradation,0.5820326345082496,True,0.5820326345082496,0.0102633973036267,0.1221809652177526,0.015142165369345,0.1442845633315951,0.0,0.1260962742694307,5.7,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.733333333333333,battery_degradation,battery_degradation,0.7519383246442655,True,0.7519383246442655,0.0140445574423866,0.1147920341531046,0.0129882628561249,0.0566386776949024,0.0,0.0495981432092161,5.733333,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.75,battery_degradation,battery_degradation,0.6573997567708023,True,0.6573997567708023,0.0106948631357998,0.1069240025794495,0.0243928808610232,0.0645069994316291,0.0,0.1360814972212959,5.75,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.766666666666667,battery_degradation,battery_degradation,0.4555034132410737,True,0.4555034132410737,0.0157962972096453,0.1468973152354653,0.1745525371116933,0.0744234277324901,0.0,0.132827009469632,5.766667,nominal,1.0,False,True,<0.50
battery_degradation,5.783333333333333,battery_degradation,battery_degradation,0.6789460588737587,True,0.6789460588737587,0.0102330678227319,0.0514163255479767,0.0135975334858129,0.0385663553031392,0.0,0.2072406589665803,5.783333,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.8,battery_degradation,battery_degradation,0.7751097170122541,True,0.7751097170122541,0.0092478385320115,0.0284720145127705,0.0100815320778244,0.0499386784122768,0.0,0.1271502194528624,5.8,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.816666666666666,battery_degradation,battery_degradation,0.8156299980530725,True,0.8156299980530725,0.0092478385320115,0.0229359962452587,0.0083413679543212,0.0224412452050303,0.0,0.1214035540103054,5.816667,nominal,1.0,False,True,0.80-0.90
battery_degradation,5.833333333333333,battery_degradation,battery_degradation,0.6982674062820865,True,0.6982674062820865,0.0109145051986782,0.0567598976530752,0.0104030619801798,0.152480562994932,0.0,0.0711745658910478,5.833333,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.85,battery_degradation,battery_degradation,0.7841828684638527,True,0.7841828684638527,0.0084023366686958,0.027366873927295,0.0080696908339596,0.051828846968537,0.0,0.1201493831376598,5.85,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.866666666666666,battery_degradation,battery_degradation,0.769853921258389,True,0.769853921258389,0.0103403240811445,0.036527542287922,0.0084462869465564,0.0562025823841207,0.0,0.1186293430418667,5.866667,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.883333333333334,battery_degradation,battery_degradation,0.709110878016996,True,0.709110878016996,0.0146096015674005,0.0543690437603003,0.0164857171560817,0.0809961442582229,0.0,0.1244286152409986,5.883333,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.9,battery_degradation,battery_degradation,0.6842110689666885,True,0.6842110689666885,0.0119769711116604,0.0457500969065312,0.0158714678649853,0.1191711808109591,0.0,0.1230192143391754,5.9,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.916666666666667,battery_degradation,battery_degradation,0.7197000836984785,True,0.7197000836984785,0.0107356700020291,0.0374981966000716,0.0115230133840658,0.1008773310492288,0.0,0.1196657052661257,5.916667,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.933333333333334,battery_degradation,battery_degradation,0.6179563117884036,True,0.6179563117884036,0.0146394761222125,0.0987662922873303,0.0178167387980055,0.1127080069704448,0.0,0.138113174033603,5.933333,nominal,1.0,False,True,0.60-0.70
battery_degradation,5.95,battery_degradation,battery_degradation,0.5541673086666967,True,0.5541673086666967,0.0096353412073952,0.0603188527070282,0.1297432665001535,0.1356179047334475,0.0,0.1105173261852786,5.95,nominal,1.0,False,True,0.50-0.60
battery_degradation,5.966666666666667,battery_degradation,battery_degradation,0.7191507859377219,True,0.7191507859377219,0.0108429048136989,0.0515069214203168,0.0091187455854755,0.0910561080457742,0.0,0.1183245341970121,5.966667,nominal,1.0,False,True,0.70-0.80
battery_degradation,5.983333333333333,battery_degradation,battery_degradation,0.7203550903807702,True,0.7203550903807702,0.0009291784702549,0.0667695017507422,0.0075038783200466,0.202493408118473,0.0,0.0019489429597128,5.983333,nominal,1.0,False,True,0.70-0.80
